"Marca temporal","¿En qué región vives actualmente?","¿Qué edad tienes?","¿Cuál es tu sexo?","¿Cuál es tu grado de instrucción?","¿Cuántos años de experiencia tienes en Desarrollo Web?","¿Cuál es tu situación laboral actual como desarrollador web? ","¿Estás en planilla?","¿Emites recibos por honorarios u otro comprobante de pago?","¿Estás en planilla?","¿Emites recibos por honorarios u otro comprobante de pago?","En tu trabajo actual ¿Tu función principal es desarrollo web?","¿Cuál es tu ingreso mensual bruto (antes de descuentos) en soles?","Si comparas tu sueldo bruto actual con tu sueldo bruto hace doce meses, dirías que:","Tu función principal en el desarrollo web es:","¿Qué sistema operativo usas principalmente como entorno de desarrollo?","¿Qué herramientas para desarrolladores (developer tools) de tu navegador utilizas?","¿Cuantos años de experiencia tienes con...? [.NET]","¿Cuantos años de experiencia tienes con...? [Go]","¿Cuantos años de experiencia tienes con...? [Java]","¿Cuantos años de experiencia tienes con...? [Node.js]","¿Cuantos años de experiencia tienes con...? [PHP]","¿Cuantos años de experiencia tienes con...? [Python]","¿Cuantos años de experiencia tienes con...? [Ruby]","¿Cuantos años de experiencia tienes con...? [Rust]","¿Qué frameworks backend cononces?","¿Qué frameworks backend utilizas?","¿Qué frameworks de JavaScript conoces?","¿Qué frameworks de JavaScript utilizas?","¿Con qué pre/post procesadores has trabajado?","¿Con qué herramientas de automatizacion has trabajado?","¿Con qué bases de datos relacionales has trabajado?","¿Con qué bases de datos no relacionales has trabajado?","¿Con qué plataformas Cloud has trabajado?","¿A través de qué medios aprendes sobre desarrollo web?","¿Para qué sistemas operativos móviles has desarrollado aplicaciones?","Si desarrollas webapps móviles ¿Qué frameworks has utilizado para su desarrollo?"
"2019/02/02 11:37:16 a. m. GMT-5","Callao","24 - 30 años","Mujer","Graduado de universidad","De 1 a 3 años","Trabajo como dependiente","","","Sí","","No","De 3501 a 4500 soles","Es igual","Backend","Microsoft Windows","Consola;Depurador de JavaScript / Debugger","De 1 a 3 años","No conozco","Menos de 1 año","No conozco","Menos de 1 año","Menos de 1 año","No conozco","No conozco","Laravel (PHP);Django (Python)","Django (Python);Spring Boot (Java)","jQuery;jQuery UI","jQuery;jQuery UI","SASS","Grunt","MySQL;Microsoft SQL Server;PostgreSQL;Oracle Database","MongoDB","Amazon Web Services;Microsoft Azure","Documentación en la web;Libros, revistas y otras publicaciones impresas;En la universidad o instituto","Android","Ionic Framework"
"2019/02/02 6:00:32 p. m. GMT-5","Lima","17 - 23 años","Mujer","Estudiante de universidad","Menos de 1 año","Trabajo como dependiente","","","Sí","","No","De 2501 a 3500 soles","Ha aumentado","Fullstack","Microsoft Windows","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources;Rendimiento / Timeline / Performance","Menos de 1 año","No conozco","No conozco","Menos de 1 año","Menos de 1 año","No conozco","No conozco","No conozco","Ruby on Rails;Express (Node.js);.NET",".NET","jQuery;AngularJS;React;Vue.js","AngularJS","SASS","WebPack","MySQL;Microsoft SQL Server;PostgreSQL","CouchDB","Google Cloud Platform;Microsoft Azure;IBM Cloud","Documentación en la web;Comunidades locales de desarrollo","Webapps móviles (híbridas para cualquier plataforma)","Progressive Web Apps"
"2019/02/02 8:25:56 p. m. GMT-5","Junín","24 - 30 años","Mujer","Graduado de universidad","De 1 a 3 años","Trabajo como independiente","","","","No","Sí","Menos de 1500 soles","Es igual","Frontend","GNU/Linux","Inspector / Elements / DOM Explorer;Consola;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources","Menos de 1 año","No conozco","No conozco","Menos de 1 año","No conozco","No conozco","No conozco","No conozco","Django (Python);Express (Node.js)","Django (Python);Spring Boot (Java)","jQuery;jQuery UI;AngularJS;React;Vue.js;Kendo","jQuery;jQuery UI;AngularJS","SASS","WebPack","Microsoft SQL Server;PostgreSQL","Apache Cassandra;CouchDB","Amazon Web Services","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;En grupos de amigos o compañeros de trabajos / Meetups","Android","Ionic Framework"
"2019/02/03 12:17:44 a. m. GMT-5","Lima","24 - 30 años","Mujer","Graduado de instituto","De 1 a 3 años","Trabajo como dependiente","","","Sí","","Sí","De 1501 a 2500 soles","Ha aumentado","Frontend","Microsoft Windows","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources","Menos de 1 año","No conozco","Menos de 1 año","Menos de 1 año","Menos de 1 año","No conozco","No conozco","No conozco","Laravel (PHP);CodeIgniter (PHP);Django (Python);Ruby on Rails;Zend Framework;Symfony (PHP);Spring Boot (Java);Express (Node.js);Hapi (Node.js)","Express (Node.js)","jQuery;React;Vue.js","jQuery;React;Vue.js","SASS","WebPack","MySQL;Microsoft SQL Server","MongoDB;firebase","codepen, github","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);En grupos de amigos o compañeros de trabajos / Meetups;En la universidad o instituto;Comunidades locales de desarrollo;Cursos de educación continua (fuera de planes de estudio superior);Seminarios Web / Webinars","Android","Reac Native;Kotlin"
"2019/02/03 2:29:32 a. m. GMT-5","Lima","12 - 16 años","Hombre","Escolar","Menos de 1 año","Trabajo como independiente","","","","No","Sí","De 1501 a 2500 soles","Ha aumentado","Frontend","Microsoft Windows","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources;Rendimiento / Timeline / Performance;Inspector de almacenamiento / Resources / Storage;Inspector de memoria / Profiles / Memory;Editor de sombreadores;Canvas;Audio web;Borrador;Accesibilidad","No conozco","Menos de 1 año","Menos de 1 año","Menos de 1 año","No conozco","Menos de 1 año","Menos de 1 año","Menos de 1 año","Laravel (PHP);Django (Python);Express (Node.js)","Laravel (PHP)","jQuery;jQuery UI;AngularJS;Backbone.js;React;Ember.js;Vue.js","React;Vue.js","SASS;LESS;Stylus;PostCSS","WebPack","MySQL","MongoDB","Google Cloud Platform;IBM Cloud","Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;En grupos de amigos o compañeros de trabajos / Meetups;Libros, revistas y otras publicaciones impresas;Comunidades locales de desarrollo;Seminarios Web / Webinars","Android;Webapps móviles (híbridas para cualquier plataforma);iOS","Reac Native;Progressive Web Apps"
"2019/02/03 6:34:36 a. m. GMT-5","La Libertad","31 - 40 años","Hombre","Graduado de universidad","De 6 a 10 años","Trabajo como dependiente","","","No","","Sí","De 4501 a 5500 soles","Ha aumentado","Fullstack","GNU/Linux","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Editor de estilos / Sources / Resources;Rendimiento / Timeline / Performance","Menos de 1 año","No conozco","De 1 a 3 años","Menos de 1 año","Más de 6 años","Menos de 1 año","No conozco","No conozco","Laravel (PHP);CodeIgniter (PHP);Kohana, Phalcon","CodeIgniter (PHP);Koahana, Phalcon","jQuery;jQuery UI;AngularJS;Vue.js","jQuery;jQuery UI;Vue.js","SASS;LESS","WebPack","MySQL;Microsoft SQL Server;PostgreSQL;Oracle Database","MongoDB","","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","",""
"2019/02/03 8:11:38 a. m. GMT-5","Lima","24 - 30 años","Mujer","Graduado de universidad","De 6 a 10 años","Trabajo como dependiente","","","Sí","","No","De 5501 a más","Ha aumentado","Backend","Microsoft Windows","Inspector / Elements / DOM Explorer;Consola;Editor de estilos / Sources / Resources;Inspector de almacenamiento / Resources / Storage","No conozco","No conozco","Más de 6 años","De 1 a 3 años","No conozco","No conozco","No conozco","No conozco","Spring Boot (Java);Express (Node.js)","Spring Boot (Java);Express (Node.js)","jQuery;jQuery UI;AngularJS;React;Sencha","jQuery;jQuery UI;AngularJS","SASS;LESS;Stylus;Pug","Grunt;Gulp;WebPack","MySQL;Microsoft SQL Server;PostgreSQL;Oracle Database","MongoDB","Amazon Web Services;Pivotal cloud Foundry","Documentación en la web;Cursos de educación continua (fuera de planes de estudio superior)","",""
"2019/02/03 3:53:54 p. m. GMT-5","Arequipa","24 - 30 años","Hombre","Estudiante de universidad","De 4 a 6 años","Trabajo como dependiente e independiente","Sí","Sí","","","No","De 2501 a 3500 soles","Es igual","Backend","Microsoft Windows","Inspector / Elements / DOM Explorer;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Accesibilidad","De 1 a 3 años","Menos de 1 año","De 4 a 6 años","Menos de 1 año","De 1 a 3 años","Menos de 1 año","Menos de 1 año","No conozco","Django (Python);Ruby on Rails;Spring Boot (Java);Webpy (Python);Cuba (Ruby)","Django (Python);Spring Boot (Java);Webpy (Python)","jQuery;AngularJS;Backbone.js;Sencha","AngularJS;Backbone.js;Sencha","LESS","WebPack","MySQL;Microsoft SQL Server;Oracle Database","MongoDB","Google Cloud Platform;Microsoft Azure","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;En la universidad o instituto","Android","NativeScript"
"2019/02/04 10:29:51 p. m. GMT-5","Lima","17 - 23 años","Mujer","Estudiante de universidad","Menos de 1 año","Trabajo como dependiente","","","Sí","","Sí","De 2501 a 3500 soles","Ha aumentado","Frontend","Microsoft Windows","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources;Rendimiento / Timeline / Performance;Canvas","No conozco","No conozco","Menos de 1 año","Menos de 1 año","Menos de 1 año","Menos de 1 año","No conozco","No conozco","Laravel (PHP);Django (Python);Express (Node.js)","Laravel (PHP);Django (Python)","jQuery;jQuery UI;AngularJS;React;Vue.js;Kendo","jQuery;React;Vue.js","SASS;LESS;Stylus","WebPack","MySQL;Microsoft SQL Server;Oracle Database","MongoDB","Amazon Web Services;Google Cloud Platform;Microsoft Azure;IBM Cloud","Documentación en la web;Cursos en línea de plataformas de pago;En grupos de amigos o compañeros de trabajos / Meetups;Libros, revistas y otras publicaciones impresas;En la universidad o instituto;Comunidades locales de desarrollo;Cursos de educación continua (fuera de planes de estudio superior);Seminarios Web / Webinars","Android;Webapps móviles (híbridas para cualquier plataforma)","Reac Native;Progressive Web Apps"
"2019/02/05 9:39:25 p. m. GMT-5","Callao","31 - 40 años","Hombre","Graduado de instituto","De 4 a 6 años","Trabajo como dependiente","","","Sí","","Sí","De 5501 a más","Ha aumentado","Fullstack","Microsoft Windows","Inspector / Elements / DOM Explorer;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources","De 4 a 6 años","No conozco","Menos de 1 año","Menos de 1 año","No conozco","No conozco","No conozco","No conozco","Net Core","Net Core","Vue.js","Vue.js","LESS","WebPack","MySQL;Microsoft SQL Server;Oracle Database","","","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago","Android",""
"2019/02/05 9:39:29 p. m. GMT-5","Callao","31 - 40 años","Hombre","Graduado de instituto","De 4 a 6 años","Trabajo como dependiente","","","Sí","","Sí","De 5501 a más","Ha aumentado","Fullstack","Microsoft Windows","Inspector / Elements / DOM Explorer;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources","De 4 a 6 años","No conozco","Menos de 1 año","Menos de 1 año","No conozco","No conozco","No conozco","No conozco","Net Core","Net Core","Vue.js","Vue.js","LESS","WebPack","MySQL;Microsoft SQL Server;Oracle Database","","","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago","Android",""
"2019/02/05 10:11:43 p. m. GMT-5","Puno","24 - 30 años","Hombre","Graduado de universidad","De 1 a 3 años","Trabajo como independiente","","","","Sí","No","De 1501 a 2500 soles","Ha aumentado","Fullstack","GNU/Linux","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources;Rendimiento / Timeline / Performance","No conozco","No conozco","De 4 a 6 años","De 1 a 3 años","De 4 a 6 años","De 4 a 6 años","Menos de 1 año","No conozco","Laravel (PHP);CodeIgniter (PHP);Django (Python);Spring Boot (Java);Flask (Python)","Django (Python)","jQuery;AngularJS;Vue.js","jQuery;jQuery UI;AngularJS;Vue.js","SASS;LESS","WebPack","MySQL;Microsoft SQL Server;PostgreSQL;Oracle Database","MongoDB","Amazon Web Services;Google Cloud Platform;digital ocean","Documentación en la web;Libros, revistas y otras publicaciones impresas","Android;Webapps móviles (híbridas para cualquier plataforma)","sin framework, todo mano y como id eclipse para android "
"2019/02/05 10:24:47 p. m. GMT-5","Lima","24 - 30 años","Hombre","Graduado de universidad","De 6 a 10 años","Trabajo como dependiente e independiente","Sí","No","","","Sí","De 1501 a 2500 soles","Ha aumentado","Frontend","Microsoft Windows","Inspector / Elements / DOM Explorer;Consola;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources","Menos de 1 año","No conozco","Menos de 1 año","No conozco","De 4 a 6 años","No conozco","No conozco","No conozco","","","jQuery;jQuery UI;AngularJS","jQuery;jQuery UI;AngularJS","Stylus","","MySQL;Microsoft SQL Server;PostgreSQL;Oracle Database","","","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Libros, revistas y otras publicaciones impresas;En la universidad o instituto;Seminarios Web / Webinars","Android;Webapps móviles (híbridas para cualquier plataforma)","Apache Cordova"
"2019/02/05 10:34:00 p. m. GMT-5","Lima","31 - 40 años","Hombre","Graduado de universidad","Mayor a 10 años","Trabajo como dependiente e independiente","No","Sí","","","Sí","De 5501 a más","Es igual","Backend","GNU/Linux","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Rendimiento / Timeline / Performance;Inspector de almacenamiento / Resources / Storage;Inspector de memoria / Profiles / Memory;Canvas;Accesibilidad","De 1 a 3 años","Menos de 1 año","Más de 6 años","De 4 a 6 años","Más de 6 años","Más de 6 años","De 4 a 6 años","No conozco","Laravel (PHP);CodeIgniter (PHP);Django (Python);Ruby on Rails;Zend Framework;Symfony (PHP);Spring Boot (Java);Sinatra (Ruby);Webpy (Python);Express (Node.js)","Laravel (PHP);CodeIgniter (PHP);Django (Python);Ruby on Rails;Zend Framework;Symfony (PHP);Spring Boot (Java);Webpy (Python);Express (Node.js)","jQuery;jQuery UI;AngularJS;Backbone.js;React;Dojo;Sencha","jQuery;jQuery UI;AngularJS;Backbone.js;React;Dojo;Sencha","ninguno no hago frontend","","MySQL;Microsoft SQL Server;PostgreSQL;Oracle Database;mariadb, postgresql","MongoDB;Redis;Apache Cassandra;CouchDB;elasticsearch","Amazon Web Services;Una nube privada (implementación a medida);Google Cloud Platform;Microsoft Azure","Documentación en la web;documentacion pagina oficial","Android","Apache Cordova;Phonegap"
"2019/02/05 11:15:06 p. m. GMT-5","Lima","41 - 50 años","Hombre","Graduado de universidad","De 6 a 10 años","Trabajo como dependiente e independiente","No","Sí","","","No","De 5501 a más","Es igual","Backend","Mac","Inspector / Elements / DOM Explorer;Consola;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode","No conozco","De 4 a 6 años","Más de 6 años","No conozco","Menos de 1 año","Menos de 1 año","No conozco","No conozco","Spring Boot (Java);Flask (Python);Echo go","Spring Boot (Java);Echo go","jQuery;jQuery UI;AngularJS;React;Ember.js;Sencha;Angular","Angular","","Grunt;Gulp","MySQL;Microsoft SQL Server;PostgreSQL;Oracle Database;MongoDB , redis, Google datastore , firebase","MongoDB;Redis;Firebase","Amazon Web Services;Google Cloud Platform;Microsoft Azure","Documentación en la web;Cursos en línea de plataformas de pago;Seminarios Web / Webinars","",""
"2019/02/06 8:36:53 a. m. GMT-5","Lima","31 - 40 años","Hombre","Graduado de universidad","De 4 a 6 años","Trabajo como dependiente","","","Sí","","Sí","De 4501 a 5500 soles","Ha aumentado","Fullstack","GNU/Linux","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Rendimiento / Timeline / Performance;Inspector de almacenamiento / Resources / Storage;Inspector de memoria / Profiles / Memory","No conozco","No conozco","De 1 a 3 años","No conozco","Menos de 1 año","De 4 a 6 años","No conozco","No conozco","Laravel (PHP);CodeIgniter (PHP);Django (Python);Ruby on Rails;Symfony (PHP);Play Framework (Java);Spring Boot (Java);Flask (Python);Express (Node.js)","Laravel (PHP);Django (Python);Spring Boot (Java);Flask (Python)","jQuery;jQuery UI;AngularJS;Vue.js","jQuery;jQuery UI;AngularJS","LESS","Gulp","MySQL;Microsoft SQL Server;PostgreSQL;Oracle Database","MongoDB;Redis","Una nube privada (implementación a medida);IBM Cloud","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;En grupos de amigos o compañeros de trabajos / Meetups;Libros, revistas y otras publicaciones impresas;En la universidad o instituto","",""
"2019/02/06 9:42:48 a. m. GMT-5","Lima","24 - 30 años","Hombre","Estudiante de universidad","De 4 a 6 años","Trabajo como dependiente","","","Sí","","Sí","De 3501 a 4500 soles","Ha aumentado","Backend","GNU/Linux","Inspector / Elements / DOM Explorer;Consola","Menos de 1 año","No conozco","Menos de 1 año","De 1 a 3 años","De 4 a 6 años","Menos de 1 año","Menos de 1 año","No conozco","Laravel (PHP);CodeIgniter (PHP);Django (Python);Ruby on Rails;Zend Framework;Symfony (PHP);Express (Node.js);Hapi (Node.js)","Laravel (PHP);CodeIgniter (PHP);Zend Framework;Symfony (PHP);Express (Node.js)","jQuery;jQuery UI;AngularJS;Backbone.js;React;Ember.js;Vue.js","","SASS;LESS","Gulp","MySQL","MongoDB;DynamoDB","Amazon Web Services","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;En grupos de amigos o compañeros de trabajos / Meetups","",""
"2019/02/06 10:25:47 a. m. GMT-5","Lima","41 - 50 años","Hombre","Estudiante de universidad","De 4 a 6 años","Trabajo como dependiente e independiente","Sí","Sí","","","No","De 5501 a más","Ha aumentado","Backend","GNU/Linux","Inspector / Elements / DOM Explorer;Rendimiento / Timeline / Performance;Inspector de memoria / Profiles / Memory","De 1 a 3 años","Menos de 1 año","De 1 a 3 años","De 1 a 3 años","De 4 a 6 años","Más de 6 años","Más de 6 años","De 1 a 3 años","CodeIgniter (PHP);Django (Python);Ruby on Rails;Symfony (PHP);Flask (Python);Sinatra (Ruby);Express (Node.js)","Django (Python);Ruby on Rails;Symfony (PHP);Flask (Python);Sinatra (Ruby)","jQuery;jQuery UI;Ember.js;Dojo;Vue.js;Sencha","jQuery;jQuery UI;Vue.js","SASS;CoffeeScript","Grunt;Gulp;WebPack","MySQL;PostgreSQL","MongoDB;Redis;CouchDB","Amazon Web Services;Una nube privada (implementación a medida);Google Cloud Platform;Microsoft Azure","Documentación en la web","Android;PalmOS 4.x, PalmOS 5.x","Reac Native;Palm SDK"
"2019/02/06 11:24:22 a. m. GMT-5","Lima","24 - 30 años","Hombre","Graduado de universidad","De 6 a 10 años","Trabajo como dependiente e independiente","Sí","Sí","","","Sí","De 5501 a más","Ha aumentado","Frontend","Mac","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources;Rendimiento / Timeline / Performance;Inspector de almacenamiento / Resources / Storage;Inspector de memoria / Profiles / Memory;Editor de sombreadores;Accesibilidad","Menos de 1 año","Menos de 1 año","Menos de 1 año","De 1 a 3 años","De 1 a 3 años","Menos de 1 año","Menos de 1 año","No conozco","Laravel (PHP);CodeIgniter (PHP);Django (Python);Ruby on Rails;Zend Framework;Symfony (PHP);Spring Boot (Java);Flask (Python);Express (Node.js);Hapi (Node.js)","Laravel (PHP);CodeIgniter (PHP);Django (Python);Ruby on Rails;Express (Node.js)","jQuery;jQuery UI;AngularJS;Backbone.js;React;Ember.js;D3.js;Dojo;Vue.js;Framework7;Kendo;Webix","jQuery;jQuery UI;Backbone.js;Vue.js","SASS;LESS;Stylus;Pug;CoffeeScript;PostCSS","Grunt;Gulp;Brocoli;WebPack","MySQL;Microsoft SQL Server;Oracle Database","MongoDB","Amazon Web Services;Una nube privada (implementación a medida);Google Cloud Platform;Microsoft Azure","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;En grupos de amigos o compañeros de trabajos / Meetups;Comunidades locales de desarrollo;Cursos de educación continua (fuera de planes de estudio superior);Seminarios Web / Webinars","Android;Webapps móviles (híbridas para cualquier plataforma)","Ionic Framework;Phonegap;Progressive Web Apps;Las PWA no son un framework"
"2019/02/06 1:41:28 p. m. GMT-5","Lima","31 - 40 años","Hombre","Escolar","De 1 a 3 años","No trabajo actualmente","","","","","","","Es igual","Fullstack","Mac","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Rendimiento / Timeline / Performance","No conozco","Menos de 1 año","De 1 a 3 años","De 1 a 3 años","Menos de 1 año","Menos de 1 año","Menos de 1 año","No conozco","Laravel (PHP);Django (Python);Ruby on Rails;Spring Boot (Java);Flask (Python);Express (Node.js)","Laravel (PHP);Django (Python);Ruby on Rails;Spring Boot (Java);Flask (Python);Express (Node.js)","jQuery;AngularJS;React;Ember.js;D3.js;Vue.js","jQuery;AngularJS;React;Ember.js;D3.js;Vue.js","SASS;LESS;Stylus;Pug;PostCSS","Grunt;Gulp;WebPack","MySQL;PostgreSQL","MongoDB","Amazon Web Services;Google Cloud Platform;Microsoft Azure","Documentación en la web;Cursos en línea de plataformas de pago;Seminarios Web / Webinars","Android;iOS","React Native"
"2019/02/06 2:11:57 p. m. GMT-5","Lima","31 - 40 años","Hombre","Graduado de instituto","De 4 a 6 años","No trabajo actualmente","","","","","","","Es igual","Backend","Microsoft Windows","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger","Menos de 1 año","No conozco","De 1 a 3 años","Menos de 1 año","De 1 a 3 años","Menos de 1 año","No conozco","No conozco","Laravel (PHP);CodeIgniter (PHP);Django (Python);Symfony (PHP)","Laravel (PHP);CodeIgniter (PHP)","jQuery;jQuery UI;AngularJS;D3.js","jQuery;jQuery UI;D3.js","LESS","WebPack","MySQL;Microsoft SQL Server;Oracle Database","","Amazon Web Services","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;Cursos de educación continua (fuera de planes de estudio superior);Seminarios Web / Webinars","Android","Progressive Web Apps"
"2019/02/06 2:12:16 p. m. GMT-5","Lima","24 - 30 años","Hombre","Graduado de instituto","De 1 a 3 años","Trabajo como independiente","","","","No","Sí","Menos de 1500 soles","Ha aumentado","Fullstack","GNU/Linux","Consola;Editor de estilos / Sources / Resources","No conozco","No conozco","De 1 a 3 años","No conozco","Menos de 1 año","No conozco","No conozco","No conozco","Laravel (PHP);Spring Boot (Java)","Laravel (PHP);Spring Boot (Java)","jQuery;Ayax","jQuery","","WebPack","MySQL;Microsoft SQL Server","","Una nube privada (implementación a medida)","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);En grupos de amigos o compañeros de trabajos / Meetups;Libros, revistas y otras publicaciones impresas;Comunidades locales de desarrollo;Seminarios Web / Webinars","Webapps móviles (híbridas para cualquier plataforma)","Ionic Framework;Apache Cordova;React Native;Progressive Web Apps"
"2019/02/06 4:47:15 p. m. GMT-5","Lima","24 - 30 años","Mujer","Graduado de universidad","De 4 a 6 años","Trabajo como dependiente","","","Sí","","Sí","De 5501 a más","Ha aumentado","Backend","Mac","Inspector / Elements / DOM Explorer;Consola;Inspector de almacenamiento / Resources / Storage","No conozco","No conozco","No conozco","Menos de 1 año","No conozco","De 1 a 3 años","De 4 a 6 años","No conozco","Django (Python);Ruby on Rails;Sinatra (Ruby);Express (Node.js)","Ruby on Rails;Express (Node.js)","jQuery;AngularJS;React","React","SASS","","MySQL;Microsoft SQL Server;PostgreSQL","MongoDB;Redis","Amazon Web Services;Microsoft Azure","Documentación en la web;En grupos de amigos o compañeros de trabajos / Meetups","",""
"2019/02/06 11:42:29 p. m. GMT-5","Lima","24 - 30 años","Mujer","Estudiantes de instituto","De 1 a 3 años","Trabajo como independiente","","","","No","Sí","Menos de 1500 soles","Ha disminuido","Frontend","Microsoft Windows","Inspector / Elements / DOM Explorer;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode","No conozco","No conozco","No conozco","Menos de 1 año","Menos de 1 año","No conozco","No conozco","No conozco","Laravel (PHP);CodeIgniter (PHP);Django (Python)","CodeIgniter (PHP);Django (Python)","jQuery;jQuery UI;Vue.js","jQuery;jQuery UI","SASS;LESS;Stylus;Pug","Gulp;WebPack","MySQL","","Amazon Web Services","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","",""
"2019/02/07 12:00:29 a. m. GMT-5","Lima","31 - 40 años","Hombre","Graduado de universidad","De 1 a 3 años","Trabajo como dependiente e independiente","No","No","","","No","De 1501 a 2500 soles","Ha aumentado","Fullstack","GNU/Linux","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger","Menos de 1 año","No conozco","Menos de 1 año","De 1 a 3 años","De 1 a 3 años","No conozco","No conozco","No conozco","Laravel (PHP);CodeIgniter (PHP);Django (Python);Ruby on Rails;Zend Framework;Express (Node.js)","Express (Node.js)","jQuery;jQuery UI;AngularJS;React;Vue.js","Vue.js","ninguno","","MySQL;Microsoft SQL Server;PostgreSQL;sqlite","","DigitalOcean","Documentación en la web;En grupos de amigos o compañeros de trabajos / Meetups;En la universidad o instituto;youtube","Android",""
"2019/02/07 11:09:08 p. m. GMT-5","Lima","24 - 30 años","Hombre","Graduado de universidad","De 4 a 6 años","Trabajo como dependiente","","","Sí","","Sí","De 1501 a 2500 soles","Ha disminuido","Fullstack","cualquiera","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources;Rendimiento / Timeline / Performance;Inspector de almacenamiento / Resources / Storage","De 1 a 3 años","Menos de 1 año","De 1 a 3 años","Menos de 1 año","De 1 a 3 años","Menos de 1 año","Menos de 1 año","No conozco","Laravel (PHP);CodeIgniter (PHP);Django (Python);Ruby on Rails;Zend Framework;Play Framework (Java);Spring Boot (Java);Flask (Python);Sinatra (Ruby);Express (Node.js)","Laravel (PHP);CodeIgniter (PHP);Ruby on Rails","jQuery;jQuery UI;AngularJS;Backbone.js;React;D3.js;Dojo;Zepto.js;Vue.js","jQuery;jQuery UI;AngularJS;Backbone.js;React","SASS;LESS;CoffeeScript","WebPack","MySQL;Microsoft SQL Server;PostgreSQL","MongoDB;Redis","Amazon Web Services","Documentación en la web;En grupos de amigos o compañeros de trabajos / Meetups;Libros, revistas y otras publicaciones impresas","",""
