#,"Región en la que vives actualmente","¿Cuántos años de experiencia tienes en Desarrollo Web?","Grado de instrucción",Edad,Género,"Situación laboral","Si eres trabajador dependiente, ¿estás en planilla?","Si eres trabajador independiente, ¿emites recibos por honorarios u otro comprobante de pago?","En tu trabajo actual, ¿tu función principal es desarrollo web?","¿Cuál es tu ingreso mensual BRUTO (antes de descuentos) en soles?","Si comparas tu sueldo bruto actual respecto de tu sueldo de hace doce meses atrás, dirías que:","¿Qué sistema operativo usas principalmente para desarrollo web?",Other,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger","Rendimiento / Timeline / Performance","Inspector de almacenamiento / Resources / Storage","Vista de diseño adaptable / Device mode / Emulation / Responsive design mode","Inspector de memoria / Profiles / Memory",.NET,Go,Java,"node.js / io.js",PHP,Python,Ruby,"Play Framework (Java)","CodeIgniter (PHP)","Laravel (PHP)","Symfony2 (PHP)","Zend Framework (PHP)","Bottle (Python)","Django (Python)","Flask (Python)","webpy (Python)","Cuba (Ruby)","Ruby on Rails","Sinatra (Ruby)",AngularJS,backbone.js,D3.js,dojo,ember.js,jQuery,"jQuery UI",React,Zepto.js,Other,CoffeeScript,Jade,LESS,PostCSS,SASS,Stylus,Other,Broccoli,Grunt,Gulp,Other,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",PostgreSQL,Other,CouchDB,"Apache Cassandra",MongoDB,Redis,Other,"Amazon Web Services","Google Cloud Platform","Microsoft Azure","Una nube privada (implementación a medida)",Other,"En la universidad o instituto","Cursos de educación continua (fuera de los planes de estudio superiores)","Libros, revistas y otras publicaciones impresas","Documentación en la web","Seminarios web","Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago","En grupos de amigos o compañeros de trabajo","Comunidades locales de desarrolladores",Other,Android,iOS,"Webapps móviles (web móvil o app para Android/iOS)",Other,"Si desarrollas web/apps móviles ¿Qué frameworks has utilizado para desarrollar web/apps móviles?",Other,"Start Date (UTC)","Submit Date (UTC)","Network ID"
a0a7b15c0c2760466906514fced38524,Cusco,"Uno a tres años","Estudiante en universidad","24 - 30 años",Masculino,"No trabajo actualmente",No,No,0,"Menos de 1500 nuevos soles","Es igual",Windows,,"Inspector / Elements / DOM Explorer",,,,,,,,"Menos de 1 año","No conozco","1 a 3 años","Menos de 1 año","1 a 3 años","No conozco","No conozco",,,"Laravel (PHP)",,,,,,,,,,AngularJS,,,,,jQuery,,,Zepto.js,,,,LESS,,SASS,,,,,,,"Microsoft SQL Server","MySQL (y derivados)",,,,,,,,,,,,"Una nube privada (implementación a medida)",,"En la universidad o instituto",,,,,,"Cursos en línea, en plataformas de pago",,,,,,,Windows,,"Java móviles","2016-04-27 15:11:55","2016-04-27 15:20:03",3e00025bb6
039b3afaa9f436d776b8df9cb0de1535,Lima,"Cuatro a seis años","Estudiante en universidad","31 - 40 años",Masculino,"No trabajo actualmente",No,No,1,"De 1501 a 2500","Es igual",Windows,,"Inspector / Elements / DOM Explorer",,,,,,,,"No conozco","No conozco","No conozco","No conozco","4 a 6 años","No conozco","No conozco",,"CodeIgniter (PHP)",,,,,,,,,,,AngularJS,,,,,jQuery,"jQuery UI",,,,,,,,,,,,,,,,"MySQL (y derivados)",,,,,,,,,,,,,,,,,"Documentación en la web",,,,,,,,,,,,,"2016-04-27 15:16:22","2016-04-27 15:21:48",ad8c445432
214f858482571e16f625c3e62f1d44ab,Piura,"Menos de un año","Estudiante en universidad","17 - 23 años",Masculino,"No trabajo actualmente",No,No,1,"Menos de 1500 nuevos soles","Es igual",Windows,,"Inspector / Elements / DOM Explorer",,,,,,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"1 a 3 años","No conozco","1 a 3 años","Menos de 1 año","Menos de 1 año","No conozco","No conozco",,,,,,,,,,,,,,,,,,jQuery,,,,sails,,Jade,,,SASS,,,,,Gulp,,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",,,,,MongoDB,,,,,,,,,,,"Documentación en la web",,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,"Comunidades locales de desarrolladores",,,,,,,,"2016-04-27 15:16:15","2016-04-27 15:22:35",e0b08bc482
e789dcc0faa187b1690856f5e1780fac,Lima,"Uno a tres años","Graduado de universidad","24 - 30 años",Femenino,"No trabajo actualmente",No,No,0,"Menos de 1500 nuevos soles","Ha disminuido",Windows,,,Consola,,"Depurador de JavaScript / Debugger",,,,,"Menos de 1 año","No conozco","Menos de 1 año","No conozco","1 a 3 años","No conozco","No conozco",,"CodeIgniter (PHP)",,,"Zend Framework (PHP)",,,,,,,,,,,,,jQuery,,,,,,,,,SASS,,,,,,,,"MySQL (y derivados)",,,,,,,,,,,,"Una nube privada (implementación a medida)",,,,,"Documentación en la web",,,,,"Comunidades locales de desarrolladores",,,,"Webapps móviles (web móvil o app para Android/iOS)",,,,"2016-04-27 15:17:17","2016-04-27 15:22:39",16787686dc
8179d9bdd68aa13988ea7aae06ab82b5,Junín,"Uno a tres años","Graduado de instituto","17 - 23 años",Masculino,"Trabajo como dependiente",No,No,1,"Menos de 1500 nuevos soles","Ha aumentado",Windows,,,Consola,,,,,,,"No conozco","No conozco","No conozco","Menos de 1 año","1 a 3 años","No conozco","No conozco",,,"Laravel (PHP)",,,,,,,,,,AngularJS,backbone.js,,,ember.js,jQuery,"jQuery UI",React,,,,,,,,Stylus,,,Grunt,,,"Microsoft SQL Server","MySQL (y derivados)",,,,,,MongoDB,,,,,,"Una nube privada (implementación a medida)",,,,"Libros, revistas y otras publicaciones impresas","Documentación en la web",,,"Cursos en línea, en plataformas de pago",,"Comunidades locales de desarrolladores",,Android,,,,,,"2016-04-27 15:18:05","2016-04-27 15:24:23",ab363e732c
d6371b26691ac68e9e8e2bf92e312955,Lima,"Uno a tres años","Estudiante en universidad","17 - 23 años",Masculino,"Trabajo como independiente",No,Si,1,"Menos de 1500 nuevos soles","Ha disminuido",Linux,,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger","Rendimiento / Timeline / Performance",,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"No conozco","No conozco","Menos de 1 año","Menos de 1 año","1 a 3 años","Menos de 1 año","No conozco","Play Framework (Java)",,"Laravel (PHP)",,,,"Django (Python)",,,,,,AngularJS,backbone.js,,,,jQuery,,,,,,,,,,Stylus,,,Grunt,,,,"MySQL (y derivados)",,,,,,,,,,,,,,,,,"Documentación en la web","Seminarios web",,"Cursos en línea, en plataformas de pago","En grupos de amigos o compañeros de trabajo",,,,,,,,,"2016-04-27 15:16:07","2016-04-27 15:25:41",108008f84d
40851d40d168a76b7183ef6a9b9ca99c,Lima,"Cuatro a seis años","Graduado de universidad","17 - 23 años",Masculino,"Trabajo como dependiente e independiente",No,Si,1,"Menos de 1500 nuevos soles","Ha aumentado",Windows,,,Consola,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger",,,,,"Menos de 1 año","No conozco","1 a 3 años","No conozco","Menos de 1 año","No conozco","No conozco",,,,,,,,,,,,,AngularJS,,,,,jQuery,"jQuery UI",,,,,,,,,,,,,,,"Microsoft SQL Server","MySQL (y derivados)",,,,,,,,,"Amazon Web Services","Google Cloud Platform",,"Una nube privada (implementación a medida)",,"En la universidad o instituto","Cursos de educación continua (fuera de los planes de estudio superiores)",,"Documentación en la web",,,,"En grupos de amigos o compañeros de trabajo",,,,,"Webapps móviles (web móvil o app para Android/iOS)",,,,"2016-04-27 15:19:31","2016-04-27 15:26:31",0724521b6d
8b6fbcece371ccfff151ecdbc8c09606,Puno,"Menos de un año","Estudiante en universidad","24 - 30 años",Masculino,"Trabajo como dependiente",No,No,1,"Menos de 1500 nuevos soles","Ha aumentado",Windows,,"Inspector / Elements / DOM Explorer",,,,,,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"Menos de 1 año","No conozco","Menos de 1 año","Menos de 1 año","1 a 3 años","Menos de 1 año","Menos de 1 año",,"CodeIgniter (PHP)",,,,,,,,,,,,,,,,jQuery,,,,,CoffeeScript,,,,,,,,,Gulp,,,"MySQL (y derivados)",,,,CouchDB,,,,,,"Google Cloud Platform",,,,"En la universidad o instituto",,,,,,,,,,Android,,,,"Ionic Framework",,"2016-04-27 15:24:50","2016-04-27 15:29:18",47eafc7139
82e377cc616acaa40318b7b30bf1ee95,Lima,"Cuatro a seis años","Graduado de universidad","31 - 40 años",Masculino,"Trabajo como independiente",,Si,1,"Menos de 1500 nuevos soles","Es igual",Windows,,,,,,,,,,"Menos de 1 año","No conozco","1 a 3 años","Menos de 1 año","4 a 6 años","No conozco","No conozco",,"CodeIgniter (PHP)",,,,,,,,,,,AngularJS,,,,,jQuery,"jQuery UI",,,,,,,,,,,,,,,"Microsoft SQL Server","MySQL (y derivados)",,,,,,,,,,,,,,,,"Libros, revistas y otras publicaciones impresas","Documentación en la web",,,,"En grupos de amigos o compañeros de trabajo",,,,,,,,,"2016-04-27 15:24:59","2016-04-27 15:30:47",302a08efd4
814e46124b062b293463f770cda7dc41,"La Libertad","Uno a tres años","Graduado de universidad","24 - 30 años",Masculino,"No trabajo actualmente",No,No,1,"Menos de 1500 nuevos soles","Ha aumentado",Windows,,,,,,,,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"Menos de 1 año","No conozco","1 a 3 años","No conozco","1 a 3 años","No conozco","Menos de 1 año",,"CodeIgniter (PHP)",,"Symfony2 (PHP)",,,,,,,,,,,,,,jQuery,"jQuery UI",,,,CoffeeScript,,,,,,,,Grunt,,,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",,,,,MongoDB,,,,"Google Cloud Platform",,"Una nube privada (implementación a medida)",,"En la universidad o instituto","Cursos de educación continua (fuera de los planes de estudio superiores)","Libros, revistas y otras publicaciones impresas","Documentación en la web",,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,"En grupos de amigos o compañeros de trabajo",,,Android,,"Webapps móviles (web móvil o app para Android/iOS)",,Cordova,,"2016-04-27 15:32:36","2016-04-27 15:38:29",c22035104e
7231997c35c9b6f9102a9e93e0402a5f,Ancash,"Menos de un año","Estudiante en instituto","17 - 23 años",Masculino,"Trabajo como dependiente e independiente",No,Si,0,"Menos de 1500 nuevos soles","Ha aumentado",Windows,,"Inspector / Elements / DOM Explorer",,,,,,,,"No conozco","No conozco","Menos de 1 año","No conozco","Menos de 1 año","No conozco","No conozco",,,"Laravel (PHP)",,,,,,,,,,,,,dojo,ember.js,,,React,,,,,,,,,,Broccoli,,,,,"MySQL (y derivados)","Oracle Database",,,,,,Redis,,,,,"Una nube privada (implementación a medida)",,"En la universidad o instituto",,"Libros, revistas y otras publicaciones impresas",,,,,,,,,,,no,,n,"2016-04-27 15:32:45","2016-04-27 15:43:41",8bd7f1dc0a
1a462cac34dfac715fed310af6910412,Puno,"Menos de un año","Estudiante en universidad","17 - 23 años",Masculino,"No trabajo actualmente",Si,No,0,"Menos de 1500 nuevos soles","Es igual",Linux,,,,,"Depurador de JavaScript / Debugger",,,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"Menos de 1 año","No conozco","Menos de 1 año","Menos de 1 año","Menos de 1 año","Menos de 1 año","No conozco",,"CodeIgniter (PHP)","Laravel (PHP)",,,,,,,,,,AngularJS,,,,,jQuery,"jQuery UI",,,,,,LESS,,SASS,,,,,,,"Microsoft SQL Server","MySQL (y derivados)",,,,,,,,,,"Google Cloud Platform",,,,"En la universidad o instituto","Cursos de educación continua (fuera de los planes de estudio superiores)","Libros, revistas y otras publicaciones impresas","Documentación en la web",,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,"En grupos de amigos o compañeros de trabajo","Comunidades locales de desarrolladores",,Android,,"Webapps móviles (web móvil o app para Android/iOS)",,"Ionic Framework",,"2016-04-27 15:44:48","2016-04-27 15:50:18",b74094a5b3
13df3188b565515049fe485d03814c5c,Lima,"Más de seis años",Maestría,"31 - 40 años",Masculino,"Trabajo como dependiente e independiente",Si,No,0,"De 5501 a más","Ha disminuido",Windows,,"Inspector / Elements / DOM Explorer",Consola,,"Depurador de JavaScript / Debugger",,,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"Menos de 1 año","No conozco","4 a 6 años","1 a 3 años","Más de 6 años","Menos de 1 año","No conozco",,"CodeIgniter (PHP)","Laravel (PHP)","Symfony2 (PHP)",,,,,,,,,AngularJS,backbone.js,,,,jQuery,"jQuery UI",,,,,,LESS,,SASS,,,,Grunt,,,,"MySQL (y derivados)",,PostgreSQL,,,,MongoDB,,,"Amazon Web Services",,,"Una nube privada (implementación a medida)",,"En la universidad o instituto","Cursos de educación continua (fuera de los planes de estudio superiores)","Libros, revistas y otras publicaciones impresas","Documentación en la web",,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,,,Android,,,,,Appcelerator,"2016-04-27 15:48:12","2016-04-27 15:54:25",b21f39d917
d35a0d875800729336a46511f7cc099b,Ancash,"Uno a tres años","Estudiante en universidad","31 - 40 años",Masculino,"Trabajo como independiente",No,Si,1,"Menos de 1500 nuevos soles","Es igual",Windows,,,,"Editor de estilos / Sources / Resources",,,,,,"No conozco","No conozco","Menos de 1 año","No conozco","Menos de 1 año","No conozco","No conozco",,,"Laravel (PHP)",,,,,,,,,,AngularJS,,,,,jQuery,,,,,,Jade,,,,,,Broccoli,,,,,"MySQL (y derivados)",,,,CouchDB,,,,,"Amazon Web Services",,,,,,,,"Documentación en la web",,,,,,,Android,,,,Cordova,,"2016-04-27 15:50:24","2016-04-27 15:55:59",3d109f4342
d8a12aa0afec236987af9ef7fccf3dbb,Arequipa,"Uno a tres años","Graduado de universidad","31 - 40 años",Masculino,"Trabajo como independiente",No,No,1,"Menos de 1500 nuevos soles","Ha aumentado",Windows,,,,,,,,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"Menos de 1 año","No conozco","Menos de 1 año","1 a 3 años","1 a 3 años","1 a 3 años","1 a 3 años","Play Framework (Java)",,,"Symfony2 (PHP)","Zend Framework (PHP)",,"Django (Python)",,,"Cuba (Ruby)","Ruby on Rails",,AngularJS,,,,ember.js,jQuery,"jQuery UI",,,,CoffeeScript,Jade,,PostCSS,,,,Broccoli,Grunt,,,"Microsoft SQL Server","MySQL (y derivados)",,PostgreSQL,,,"Apache Cassandra",,,,,"Google Cloud Platform",,"Una nube privada (implementación a medida)",,"En la universidad o instituto","Cursos de educación continua (fuera de los planes de estudio superiores)","Libros, revistas y otras publicaciones impresas","Documentación en la web",,,"Cursos en línea, en plataformas de pago",,,,Android,,"Webapps móviles (web móvil o app para Android/iOS)",,Cordova,,"2016-04-27 15:41:02","2016-04-27 15:58:07",438a855252
97abf066b7870720d3a5c99f75a07068,Lima,"Uno a tres años","Graduado de universidad","24 - 30 años",Masculino,"Trabajo como dependiente",Si,No,1,"De 2501 a 3500","Ha aumentado",Linux,,"Inspector / Elements / DOM Explorer",Consola,,"Depurador de JavaScript / Debugger",,,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"Menos de 1 año","No conozco","4 a 6 años","Menos de 1 año","1 a 3 años","1 a 3 años","No conozco",,,"Laravel (PHP)",,,,"Django (Python)",,,,,,AngularJS,,,,,jQuery,"jQuery UI",,,,,,,,,Stylus,,,,,,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",PostgreSQL,,,,MongoDB,,,"Amazon Web Services","Google Cloud Platform","Microsoft Azure",,,,"Cursos de educación continua (fuera de los planes de estudio superiores)",,"Documentación en la web","Seminarios web","Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,,,Android,,"Webapps móviles (web móvil o app para Android/iOS)",,Phonegap,,"2016-04-27 15:56:38","2016-04-27 16:00:31",edfae01449
ae0d8fa22813f112d3b52f2c5abfa933,Lima,"Menos de un año","Estudiante en universidad","17 - 23 años",Masculino,"Trabajo como dependiente",Si,Si,0,"Menos de 1500 nuevos soles","Es igual",Windows,,"Inspector / Elements / DOM Explorer",,,,,,,,"Menos de 1 año","No conozco","Menos de 1 año","No conozco","Menos de 1 año","Menos de 1 año","Menos de 1 año",,,,,,,"Django (Python)",,,,,,,,,,,jQuery,,,,,,,,,,Stylus,,Broccoli,,,,,"MySQL (y derivados)",,,,,,MongoDB,,,,"Google Cloud Platform",,,,,,,"Documentación en la web",,,,,,,Android,,,,Cordova,,"2016-04-27 16:02:35","2016-04-27 16:05:57",3c4e6de275
4483624f379a1275776b45d0411360c7,Lima,"Menos de un año","Estudiante en universidad","24 - 30 años",Masculino,"Trabajo como dependiente",,No,1,"De 2501 a 3500","Ha aumentado",Windows,,"Inspector / Elements / DOM Explorer",,,,,,,,"No conozco","No conozco","Menos de 1 año","Menos de 1 año","Menos de 1 año","No conozco","No conozco",,"CodeIgniter (PHP)","Laravel (PHP)",,,,,,,,,,AngularJS,,,,,jQuery,"jQuery UI",,,Vue,,,LESS,,,,,,Grunt,Gulp,,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",,,,,MongoDB,,,"Amazon Web Services",,,,,"En la universidad o instituto","Cursos de educación continua (fuera de los planes de estudio superiores)",,"Documentación en la web",,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,,,Android,,,,Cordova,,"2016-04-27 16:10:49","2016-04-27 16:16:03",b21f39d917
e150ffb47d414a1ee0fdc0b8e32259da,Lima,"Más de seis años","Graduado de instituto","31 - 40 años",Masculino,"Trabajo como independiente",No,Si,1,"De 4501 a 5500","Es igual",Windows,,,Consola,,,,,,,"4 a 6 años","No conozco","Menos de 1 año","1 a 3 años","Más de 6 años","No conozco","No conozco",,,"Laravel (PHP)",,"Zend Framework (PHP)",,,,,,,,AngularJS,,,,,jQuery,"jQuery UI",,Zepto.js,,,,,,SASS,,,,Grunt,,,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",PostgreSQL,,,,MongoDB,,,"Amazon Web Services",,"Microsoft Azure",,,"En la universidad o instituto","Cursos de educación continua (fuera de los planes de estudio superiores)","Libros, revistas y otras publicaciones impresas",,"Seminarios web",,"Cursos en línea, en plataformas de pago",,"Comunidades locales de desarrolladores",,,,,,"Ionic Framework",,"2016-04-27 16:18:45","2016-04-27 16:23:27",bdcd0da73c
475f8b8b698cb7974831fa0b16d7a41d,Piura,"Uno a tres años","Graduado de universidad","24 - 30 años",Masculino,"Trabajo como dependiente e independiente",No,Si,1,"Menos de 1500 nuevos soles","Es igual",Windows,,"Inspector / Elements / DOM Explorer",,,,,,,,"No conozco","No conozco","No conozco","No conozco","1 a 3 años","No conozco","No conozco",,"CodeIgniter (PHP)","Laravel (PHP)",,,,,,,,,,AngularJS,,,,,jQuery,"jQuery UI",,,,,,,,,Stylus,,,Grunt,,,,"MySQL (y derivados)",,,,,,,,,,,,,,,,,"Documentación en la web","Seminarios web",,,,,,Android,,,,Phonegap,,"2016-04-27 15:37:33","2016-04-27 16:48:15",c72eb99a8e
717df0fed8f2462121b7b722896605a4,Lima,"Menos de un año","Estudiante en instituto","31 - 40 años",Masculino,"Trabajo como independiente",No,No,0,"Menos de 1500 nuevos soles","Ha aumentado",Windows,,,,"Editor de estilos / Sources / Resources",,,,,,"Menos de 1 año","No conozco","1 a 3 años","Menos de 1 año","Menos de 1 año","1 a 3 años","Menos de 1 año","Play Framework (Java)",,,,,,,,,,,,,,,,,,"jQuery UI",,,,,,,,,Stylus,,,,,,,"MySQL (y derivados)",,,,,,,Redis,,,"Google Cloud Platform",,,,,"Cursos de educación continua (fuera de los planes de estudio superiores)",,,,,,,,,Android,,,,,,"2016-04-27 16:57:33","2016-04-27 17:02:26",7737d21fcb
837f3abf8c05132e536820c21cb51403,Lima,"Uno a tres años","Graduado de instituto","24 - 30 años",Masculino,"Trabajo como dependiente",No,Si,1,"Menos de 1500 nuevos soles","Ha aumentado",Linux,,"Inspector / Elements / DOM Explorer",,,,,,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"Menos de 1 año","No conozco","Menos de 1 año","No conozco","1 a 3 años","No conozco","No conozco",,"CodeIgniter (PHP)",,"Symfony2 (PHP)","Zend Framework (PHP)",,,,,,,,,,,,,jQuery,"jQuery UI",,,,,,,,,,,,,,,"Microsoft SQL Server","MySQL (y derivados)",,,,,,,,,"Amazon Web Services","Google Cloud Platform",,,,,,"Libros, revistas y otras publicaciones impresas","Documentación en la web",,,,,,,,,,,,,"2016-04-27 16:55:27","2016-04-27 17:05:12",0013f5cbf2
dfaa345dc7714da349309adb0b470004,Cajamarca,"Más de seis años","Estudiante en universidad","17 - 23 años",Masculino,"Trabajo como independiente",No,No,1,"De 1501 a 2500","Ha aumentado",Linux,,"Inspector / Elements / DOM Explorer",Consola,,"Depurador de JavaScript / Debugger",,"Inspector de almacenamiento / Resources / Storage","Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"1 a 3 años","No conozco","1 a 3 años","4 a 6 años","Más de 6 años","Menos de 1 año","1 a 3 años",,,"Laravel (PHP)",,"Zend Framework (PHP)",,,,,,"Ruby on Rails",,AngularJS,backbone.js,,,,jQuery,,,,,CoffeeScript,Jade,,,SASS,,,,Grunt,Gulp,,"Microsoft SQL Server","MySQL (y derivados)",,PostgreSQL,,,,,,,,,,,DigitalOcean,,"Cursos de educación continua (fuera de los planes de estudio superiores)","Libros, revistas y otras publicaciones impresas","Documentación en la web",,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",,,,Android,,"Webapps móviles (web móvil o app para Android/iOS)",,Cordova,,"2016-04-27 17:29:27","2016-04-27 17:33:49",b9e2299fde
8e199ec6ec018c2d7e94b97c57ff60b5,Lima,"Uno a tres años","Graduado de universidad","31 - 40 años",Masculino,"Trabajo como dependiente",Si,Si,0,"De 2501 a 3500","Ha aumentado",Linux,,,Consola,,,,,,,"Menos de 1 año","No conozco","Menos de 1 año","Menos de 1 año","1 a 3 años","1 a 3 años","1 a 3 años","Play Framework (Java)",,"Laravel (PHP)",,"Zend Framework (PHP)",,"Django (Python)",,,"Cuba (Ruby)","Ruby on Rails","Sinatra (Ruby)",,,,,,,,,Zepto.js,,,Jade,,,,,,Broccoli,,,,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",PostgreSQL,,,,MongoDB,,,"Amazon Web Services",,,"Una nube privada (implementación a medida)",,,,"Libros, revistas y otras publicaciones impresas",,,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,,,,iOS,,,"React Native",,"2016-04-27 17:39:26","2016-04-27 17:46:46",7f9f8edbf0
832483027706e026b63f35442538cb9c,Lima,"Más de seis años","Graduado de universidad","31 - 40 años",Masculino,"Trabajo como independiente",No,Si,1,"De 5501 a más","Ha aumentado",Mac,,"Inspector / Elements / DOM Explorer",Consola,,,,,,,"1 a 3 años","No conozco","No conozco","No conozco","4 a 6 años","No conozco","No conozco",,"CodeIgniter (PHP)",,,,,,,,,,,AngularJS,,,,,,,,,,,,LESS,,,,,,,,Codekit,,"MySQL (y derivados)",,,,,,,,Ninguno,"Amazon Web Services",,,,,,,,"Documentación en la web",,,,"En grupos de amigos o compañeros de trabajo",,,,,,,,,"2016-04-27 18:50:16","2016-04-27 18:55:18",e8aa0d2994
eb0ffa4aee77a2ac24fe6b933772a3df,Lima,"Más de seis años","Graduado de instituto","31 - 40 años",Masculino,"Trabajo como dependiente e independiente",No,Si,1,"De 2501 a 3500","Es igual",Windows,,,Consola,,"Depurador de JavaScript / Debugger",,"Inspector de almacenamiento / Resources / Storage",,,"1 a 3 años","No conozco","1 a 3 años","1 a 3 años","4 a 6 años","1 a 3 años","Menos de 1 año",,"CodeIgniter (PHP)","Laravel (PHP)",,,,,,,,,,AngularJS,,,,,jQuery,"jQuery UI",,,,,,LESS,,SASS,,,,Grunt,,,,,,,,,,MongoDB,,,"Amazon Web Services",,,,,"En la universidad o instituto",,,"Documentación en la web",,,,,,,Android,,,,Phonegap,,"2016-04-27 18:59:19","2016-04-27 19:05:09",84f8a07852
4d1a672664c39292121092af4d93ab35,Lima,"Cuatro a seis años","Estudiante en universidad","24 - 30 años",Masculino,"Trabajo como dependiente",No,,1,"De 1501 a 2500","Ha aumentado",Mac,,,Consola,"Editor de estilos / Sources / Resources",,,"Inspector de almacenamiento / Resources / Storage","Vista de diseño adaptable / Device mode / Emulation / Responsive design mode","Inspector de memoria / Profiles / Memory","Menos de 1 año","No conozco","Menos de 1 año","Menos de 1 año","4 a 6 años","No conozco","No conozco",,"CodeIgniter (PHP)",,,,,,,,,,,AngularJS,backbone.js,,,,jQuery,"jQuery UI",,,,CoffeeScript,,LESS,,SASS,Stylus,,,Grunt,Gulp,,"Microsoft SQL Server","MySQL (y derivados)",,,,,,,,,,"Google Cloud Platform",,,,,,,"Documentación en la web","Seminarios web",,,,,,Android,,"Webapps móviles (web móvil o app para Android/iOS)",,Cordova,,"2016-04-27 19:19:02","2016-04-27 19:29:24",3da0c8fd99
39bf37c405bd0f24b0d5671f10cc66d2,Huancavelica,"Cuatro a seis años","Graduado de universidad","31 - 40 años",Masculino,"Trabajo como dependiente e independiente",Si,Si,0,"De 3501 a 4500","Es igual",Windows,,,Consola,,,,,,,"1 a 3 años","No conozco","1 a 3 años","Menos de 1 año","1 a 3 años","Menos de 1 año","Menos de 1 año",,,"Laravel (PHP)",,,,,,,,,,AngularJS,,,,,,,,,,CoffeeScript,,,,,,,,Grunt,,,,"MySQL (y derivados)",,,,,,MongoDB,,,,,,"Una nube privada (implementación a medida)",,,,,,,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,,,Android,,,,"Ionic Framework",,"2016-04-27 20:09:23","2016-04-27 20:18:44",9f8d529573
2818448f2461f99d102c7a7917a15dbd,Lima,"Cuatro a seis años","Graduado de universidad","24 - 30 años",Masculino,"Trabajo como dependiente",Si,No,1,"De 4501 a 5500","Ha aumentado",Windows,,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger","Rendimiento / Timeline / Performance","Inspector de almacenamiento / Resources / Storage","Vista de diseño adaptable / Device mode / Emulation / Responsive design mode","Inspector de memoria / Profiles / Memory","Menos de 1 año","Menos de 1 año","Menos de 1 año","1 a 3 años","4 a 6 años","Menos de 1 año","Menos de 1 año",,"CodeIgniter (PHP)","Laravel (PHP)","Symfony2 (PHP)","Zend Framework (PHP)",,,,,,,,AngularJS,backbone.js,D3.js,,,jQuery,"jQuery UI",,,,,,LESS,,SASS,,,,Grunt,,,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",PostgreSQL,,,,MongoDB,,,,,,"Una nube privada (implementación a medida)",,,,,"Documentación en la web",,,,,,,,,"Webapps móviles (web móvil o app para Android/iOS)",,Cordova,,"2016-04-27 20:18:18","2016-04-27 20:23:10",8e8947a479
4684dfea585a03bcbd3389055582b3f2,Cajamarca,"Menos de un año","Estudiante en universidad","17 - 23 años",Masculino,"Trabajo como independiente",No,Si,1,"Menos de 1500 nuevos soles","Es igual",Mac,,,,,"Depurador de JavaScript / Debugger",,,,,"Menos de 1 año","Menos de 1 año","1 a 3 años","No conozco","Menos de 1 año","No conozco","No conozco",,,,,"Zend Framework (PHP)",,,,,,,,,,,,,jQuery,,,,,,,,,,,,,,,,"Microsoft SQL Server","MySQL (y derivados)",,,,,,,,,,"Google Cloud Platform",,"Una nube privada (implementación a medida)",,,,,,,,,"En grupos de amigos o compañeros de trabajo","Comunidades locales de desarrolladores",,Android,,,,"React Native",,"2016-04-27 20:23:34","2016-04-27 20:28:35",a4559abba8
