Timestamp,Edad,Departamento en el que vives actualmente,¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [ASP.NET],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [CGI / Perl ],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [ColdFusion],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [Java],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [PHP],Qué lenguaje servidor prefieres,¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [AJAX],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [CSS],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Flash/ActionScript],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [HTML/XHTML],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Dreamweaver],"¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Eclipse (o derivados, como Aptana)]",¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Visual Studio],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Komodo],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [kompoZer],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [NetBeans],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Editor de textos],¿Cuál es tu ingreso mensual BRUTO (antes de descuentos) en soles?,Grado de instrucción,Situación laboral,¿Qué frameworks de JavaScript conoces?,Género,¿Qué sistema operativo usas principalmente para desarrollo web?,¿A través de qué medios aprendes sobre desarrollo web?,¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Java (Applet)],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [JavaFX],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [JavaScript],¿Qué experiencia tienes con los siguientes lenguajes de cliente? [HTML/XHTML],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [BlueGriffon (NUEVO)],"En tu trabajo actual, ¿tu función principal es desarrollo web?",¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [Python],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [Ruby],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Silverlight],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [node.js (NUEVO)],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Dart (NUEVO)],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Editor simple de textos],¿Haces desarrollos para plataformas móviles? ¿Para cuáles? (NUEVO)
3/28/2014 19:26:06,17 - 23 años,--Seleccione--,No conozco,No conozco,No conozco,No conozco,Menos de 1 año,,No conozco,1 a 3 años,1 a 3 años,1 a 3 años,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como dependiente e independiente,jQuery,Masculino,Windows,Cursos en línea,No conozco,No conozco,Menos de 1 año,,,Sí,No conozco,No conozco,No conozco,No conozco,,,Android
3/28/2014 20:10:50,17 - 23 años,Lima,Menos de 1 año,No conozco,No conozco,Menos de 1 año,1 a 3 años,,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como independiente,"AngularJS (NUEVO), backbone.js, jQuery, jQuery UI",Masculino,Windows,"Seminarios web, Documentación en la web, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",No conozco,No conozco,1 a 3 años,,,Sí,Menos de 1 año,Menos de 1 año,No conozco,1 a 3 años,,,"Android, Webapps móviles (en general)"
3/28/2014 21:30:49,24 - 30 años,Tacna,No conozco,No conozco,No conozco,Menos de 1 año,1 a 3 años,,Menos de 1 año,1 a 3 años,No conozco,1 a 3 años,,,,,,,,Menos de 1500 soles,Graduado de universidad,Trabajo como independiente,"AngularJS (NUEVO), jQuery, jQuery UI, YUI",Femenino,Windows,"Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea, En grupos de amigos o compañeros de trabajo",No conozco,No conozco,Menos de 1 año,,,Sí,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,,"Android, Blackberry"
3/28/2014 22:02:54,24 - 30 años,Lima,Menos de 1 año,1 a 3 años,No conozco,1 a 3 años,Menos de 1 año,,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,,,,,,,,Menos de 1500 soles,Graduado de instituto,Trabajo como dependiente,"jQuery, jQuery UI",Masculino,Windows,"Seminarios web, Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores)",Menos de 1 año,Menos de 1 año,1 a 3 años,,,Sí,No conozco,No conozco,No conozco,No conozco,,,
3/28/2014 22:45:38,31 - 40 años,Lima,No conozco,No conozco,No conozco,No conozco,Más de 6 años,,Más de 6 años,Más de 6 años,Más de 6 años,Más de 6 años,,,,,,,,De 2501 a 3500,Graduado de universidad,Trabajo como dependiente e independiente,jQuery,Masculino,Windows,"Documentación en la web, Cursos en línea, En grupos de amigos o compañeros de trabajo",No conozco,No conozco,Más de 6 años,,,Sí,No conozco,No conozco,No conozco,No conozco,,,Webapps móviles (en general)
3/28/2014 22:47:25,17 - 23 años,--Seleccione--,No conozco,No conozco,No conozco,No conozco,Menos de 1 año,,No conozco,1 a 3 años,1 a 3 años,1 a 3 años,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como independiente,"jQuery, jQuery UI, Prototype",Masculino,Windows,Documentación en la web,Menos de 1 año,No conozco,Menos de 1 año,,,Sí,No conozco,No conozco,No conozco,No conozco,,,Firefox OS
3/28/2014 22:49:44,17 - 23 años,--Seleccione--,1 a 3 años,No conozco,No conozco,1 a 3 años,1 a 3 años,,No conozco,1 a 3 años,No conozco,1 a 3 años,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como independiente,jQuery,Masculino,Windows,"Seminarios web, Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas",No conozco,No conozco,1 a 3 años,,,Sí,No conozco,No conozco,No conozco,No conozco,,,
3/28/2014 22:55:25,17 - 23 años,--Seleccione--,1 a 3 años,No conozco,No conozco,1 a 3 años,1 a 3 años,,Menos de 1 año,1 a 3 años,Menos de 1 año,1 a 3 años,,,,,,,,Menos de 1500 soles,En universidad o instituto,No trabajo,"jQuery, jQuery UI, Prototype",Femenino,Windows,"Seminarios web, En la universidad o instituto, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea",1 a 3 años,1 a 3 años,1 a 3 años,,,Sí,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,,Android
3/28/2014 23:15:19,17 - 23 años,Lima,Menos de 1 año,No conozco,No conozco,1 a 3 años,No conozco,,Menos de 1 año,Menos de 1 año,No conozco,1 a 3 años,,,,,,,,De 1501 a 2500,Graduado de instituto,Trabajo como dependiente,"AngularJS (NUEVO), jQuery",Masculino,Windows,"Cursos en línea, En grupos de amigos o compañeros de trabajo",Menos de 1 año,Menos de 1 año,1 a 3 años,,,Sí,Menos de 1 año,Menos de 1 año,No conozco,No conozco,,,Webapps móviles (en general)
3/28/2014 23:22:42,17 - 23 años,Áncash,No conozco,No conozco,No conozco,1 a 3 años,1 a 3 años,,No conozco,1 a 3 años,Menos de 1 año,1 a 3 años,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como independiente,"backbone.js, jQuery",Femenino,Windows,"Documentación en la web, En la universidad o instituto, Cursos en línea, En grupos de amigos o compañeros de trabajo",No conozco,No conozco,Menos de 1 año,,,No,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,,Android
3/28/2014 23:45:58,17 - 23 años,Lima,No conozco,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,1 a 3 años,1 a 3 años,Menos de 1 año,1 a 3 años,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como independiente,"backbone.js, backbone.marionette.js (NUEVO), ember.js (NUEVO), jQuery, jQuery UI, vanilla",Masculino,Linux,"Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, Comunidades locales de desarrolladores (NUEVO)",No conozco,No conozco,Menos de 1 año,,,Sí,Menos de 1 año,No conozco,No conozco,No conozco,,,
3/29/2014 0:20:12,41 - 50 años,Lima,Más de 6 años,Más de 6 años,Más de 6 años,Más de 6 años,Más de 6 años,,Más de 6 años,Más de 6 años,Más de 6 años,Más de 6 años,,,,,,,,De 3501 a 4500,En universidad o instituto,Trabajo como independiente,"backbone.js, jQuery, jQuery UI, MooTools",Masculino,Windows,"Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",Más de 6 años,Más de 6 años,Más de 6 años,,,Sí,Más de 6 años,No conozco,Más de 6 años,No conozco,,,"Android, iOS, Webapps móviles (en general)"
3/29/2014 0:32:08,31 - 40 años,Lima,No conozco,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,No conozco,Menos de 1 año,No conozco,Menos de 1 año,,,,,,,,De 1501 a 2500,En universidad o instituto,Trabajo como dependiente e independiente,jQuery,Masculino,Windows,"Seminarios web, En la universidad o instituto, Cursos en línea",No conozco,No conozco,Menos de 1 año,,,Sí,No conozco,No conozco,No conozco,No conozco,,,
3/29/2014 2:08:17,24 - 30 años,Lima,Menos de 1 año,No conozco,No conozco,1 a 3 años,Menos de 1 año,,Menos de 1 año,Menos de 1 año,No conozco,1 a 3 años,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como dependiente,"jQuery, jQuery UI",Masculino,Windows,En la universidad o instituto,Menos de 1 año,Menos de 1 año,1 a 3 años,,,Sí,No conozco,No conozco,No conozco,No conozco,,,Android
3/29/2014 4:17:08,24 - 30 años,Arequipa,1 a 3 años,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,Más de 6 años,Más de 6 años,Menos de 1 año,Más de 6 años,,,,,,,,De 2501 a 3500,Graduado de universidad,Trabajo como independiente,"AngularJS (NUEVO), backbone.js, backbone.marionette.js (NUEVO), jQuery, jQuery UI, Prototype, zepto.js (NUEVO), ExtJS, Knockout, RaphaelJS, ",Masculino,Linux,"Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea, Comunidades locales de desarrolladores (NUEVO)",Menos de 1 año,Menos de 1 año,Más de 6 años,,,Sí,Más de 6 años,4 a 6 años,No conozco,Menos de 1 año,,,"Android, iOS, Webapps móviles (en general), Windows Phone"
3/29/2014 8:32:33,17 - 23 años,Lima,Menos de 1 año,No conozco,No conozco,1 a 3 años,1 a 3 años,,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,,,,,,,,Menos de 1500 soles,Graduado de universidad,Trabajo como dependiente e independiente,"AngularJS (NUEVO), backbone.js, dojo, ember.js (NUEVO), jQuery, jQuery UI, MooTools, zepto.js (NUEVO)",Masculino,Windows,"Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea, Comunidades locales de desarrolladores (NUEVO)",Menos de 1 año,Menos de 1 año,1 a 3 años,,,No,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,,,Webapps móviles (en general)
3/29/2014 9:12:30,24 - 30 años,Junín,Menos de 1 año,No conozco,Menos de 1 año,4 a 6 años,1 a 3 años,,No conozco,4 a 6 años,Más de 6 años,4 a 6 años,,,,,,,,Menos de 1500 soles,Graduado de universidad,Trabajo como independiente,"jQuery, jQuery UI, Prototype",Masculino,Windows,"Seminarios web, Documentación en la web, Cursos en línea, Comunidades locales de desarrolladores (NUEVO)",1 a 3 años,Menos de 1 año,4 a 6 años,,,Sí,No conozco,No conozco,No conozco,Menos de 1 año,,,Android
3/29/2014 9:57:54,31 - 40 años,Lambayeque,Menos de 1 año,No conozco,No conozco,1 a 3 años,Menos de 1 año,,Menos de 1 año,1 a 3 años,Menos de 1 año,4 a 6 años,,,,,,,,Menos de 1500 soles,Graduado de universidad,Trabajo como independiente,"dojo, jQuery, jQuery UI",Masculino,Windows,"Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, En grupos de amigos o compañeros de trabajo",No conozco,No conozco,4 a 6 años,,,Sí,No conozco,No conozco,No conozco,No conozco,,,Webapps móviles (en general)
3/29/2014 10:43:48,31 - 40 años,Lima,No conozco,No conozco,No conozco,1 a 3 años,1 a 3 años,,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,,,,,,,,De 3501 a 4500,En universidad o instituto,Trabajo como dependiente,jQuery,Masculino,Windows,"Documentación en la web, Cursos en línea, En grupos de amigos o compañeros de trabajo",Menos de 1 año,No conozco,1 a 3 años,,,Sí,Menos de 1 año,No conozco,Menos de 1 año,No conozco,,,Android
3/29/2014 10:49:17,24 - 30 años,Cusco,Menos de 1 año,No conozco,No conozco,Menos de 1 año,1 a 3 años,,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como independiente,jQuery,Femenino,Windows,"Documentación en la web, En la universidad o instituto, Cursos en línea",Menos de 1 año,No conozco,Menos de 1 año,,,Sí,Menos de 1 año,No conozco,No conozco,No conozco,,,
3/29/2014 11:03:18,24 - 30 años,Lima,Menos de 1 año,No conozco,No conozco,Menos de 1 año,1 a 3 años,,1 a 3 años,4 a 6 años,Menos de 1 año,4 a 6 años,,,,,,,,De 1501 a 2500,En universidad o instituto,Trabajo como dependiente,"AngularJS (NUEVO), jQuery, jQuery UI, MooTools, Prototype",Masculino,Windows,"Seminarios web, Documentación en la web, En la universidad o instituto, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",Menos de 1 año,No conozco,1 a 3 años,,,Sí,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,,Android
3/29/2014 11:04:58,31 - 40 años,Lima,No conozco,Menos de 1 año,Menos de 1 año,Menos de 1 año,1 a 3 años,,4 a 6 años,1 a 3 años,No conozco,4 a 6 años,,,,,,,,De 3501 a 4500,Graduado de universidad,Trabajo como independiente,"backbone.js, dojo, jQuery, jQuery UI, YUI",Masculino,Mac,Documentación en la web,No conozco,No conozco,4 a 6 años,,,Sí,4 a 6 años,Menos de 1 año,No conozco,Menos de 1 año,,,"Android, iOS, Webapps móviles (en general)"
3/29/2014 11:15:49,31 - 40 años,Lima,1 a 3 años,No conozco,No conozco,Menos de 1 año,Más de 6 años,,Más de 6 años,Más de 6 años,1 a 3 años,Más de 6 años,,,,,,,,De 1501 a 2500,Graduado de instituto,Trabajo como independiente,"dojo, jQuery, jQuery UI",Masculino,Linux,"Seminarios web, Documentación en la web, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea",No conozco,No conozco,Más de 6 años,,,Sí,No conozco,No conozco,No conozco,No conozco,,,"Android, iOS"
3/29/2014 12:28:49,17 - 23 años,Lima,Menos de 1 año,No conozco,No conozco,No conozco,1 a 3 años,,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como dependiente e independiente,"AngularJS (NUEVO), backbone.js, dojo, jQuery, jQuery UI, MooTools, Prototype, script.aculo.us",Masculino,Linux,"Documentación en la web, Cursos en línea, En grupos de amigos o compañeros de trabajo",No conozco,No conozco,1 a 3 años,,,Sí,1 a 3 años,1 a 3 años,No conozco,No conozco,,,Webapps móviles (en general)
3/29/2014 13:13:30,17 - 23 años,Lima,No conozco,No conozco,No conozco,1 a 3 años,Menos de 1 año,,No conozco,Menos de 1 año,Menos de 1 año,Menos de 1 año,,,,,,,,--Seleccione--,En universidad o instituto,No trabajo,jQuery,Masculino,Windows,"Libros, revistas y otras publicaciones impresas",Menos de 1 año,Menos de 1 año,Menos de 1 año,,,Sí,No conozco,No conozco,No conozco,No conozco,,,Webapps móviles (en general)
3/29/2014 13:32:46,24 - 30 años,Ayacucho,No conozco,4 a 6 años,No conozco,No conozco,Más de 6 años,,Más de 6 años,Más de 6 años,No conozco,Más de 6 años,,,,,,,,De 1501 a 2500,Graduado de universidad,Trabajo como dependiente,"backbone.js, dojo, ember.js (NUEVO), jQuery, jQuery UI, MooTools, Prototype, script.aculo.us",Masculino,Linux,"Documentación en la web, Libros, revistas y otras publicaciones impresas, Comunidades locales de desarrolladores (NUEVO)",No conozco,No conozco,Más de 6 años,,,Sí,4 a 6 años,4 a 6 años,No conozco,1 a 3 años,,,"Android, Firefox OS, Webapps móviles (en general)"
3/29/2014 13:48:33,24 - 30 años,Lima,Más de 6 años,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,Menos de 1 año,Menos de 1 año,Menos de 1 año,1 a 3 años,,,,,,,,De 3501 a 4500,Graduado de universidad,Trabajo como dependiente e independiente,"backbone.js, jQuery, jQuery UI",Masculino,Windows,"Seminarios web, Cursos en línea",Menos de 1 año,Menos de 1 año,4 a 6 años,,,Sí,Menos de 1 año,No conozco,No conozco,Menos de 1 año,,,Webapps móviles (en general)
3/29/2014 14:23:56,41 - 50 años,--Seleccione--,No conozco,Menos de 1 año,No conozco,Menos de 1 año,Más de 6 años,,Más de 6 años,Más de 6 años,1 a 3 años,Más de 6 años,,,,,,,,De 2501 a 3500,Graduado de instituto,Trabajo como dependiente e independiente,"jQuery, jQuery UI, MooTools, Prototype, YUI",Masculino,Linux,"Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea, Comunidades locales de desarrolladores (NUEVO)",Menos de 1 año,Menos de 1 año,Más de 6 años,,,Sí,Menos de 1 año,Menos de 1 año,No conozco,No conozco,,,"Android, iOS"
3/29/2014 15:45:52,24 - 30 años,Lima,Menos de 1 año,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,,,,,,,,De 4501 a 5500,En universidad o instituto,Trabajo como dependiente,"AngularJS (NUEVO), backbone.js, ember.js (NUEVO), jQuery, jQuery UI, zepto.js (NUEVO)",Masculino,Mac,Documentación en la web,No conozco,No conozco,1 a 3 años,,,Sí,Menos de 1 año,1 a 3 años,No conozco,Menos de 1 año,,,iOS
3/29/2014 16:45:19,17 - 23 años,La Libertad,Menos de 1 año,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como independiente,"dojo, jQuery, jQuery UI",Masculino,Windows,"Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores)",No conozco,No conozco,Menos de 1 año,,,Sí,Menos de 1 año,No conozco,No conozco,No conozco,,,Android
3/29/2014 17:04:19,24 - 30 años,--Seleccione--,Más de 6 años,No conozco,No conozco,4 a 6 años,Más de 6 años,,1 a 3 años,4 a 6 años,Más de 6 años,Más de 6 años,,,,,,,,Menos de 1500 soles,Maestría,Trabajo como dependiente,"jQuery, jQuery UI",Masculino,Windows,Documentación en la web,Más de 6 años,No conozco,Más de 6 años,,,No,No conozco,No conozco,No conozco,No conozco,,,
3/29/2014 19:03:09,24 - 30 años,--Seleccione--,4 a 6 años,1 a 3 años,1 a 3 años,Más de 6 años,Más de 6 años,,Más de 6 años,4 a 6 años,1 a 3 años,Más de 6 años,,,,,,,,Menos de 1500 soles,Graduado de instituto,Trabajo como independiente,"AngularJS (NUEVO), jQuery, jQuery UI",Masculino,Windows,"Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea",1 a 3 años,1 a 3 años,Más de 6 años,,,Sí,Más de 6 años,Menos de 1 año,1 a 3 años,1 a 3 años,,,"Android, Webapps móviles (en general)"
3/29/2014 19:19:48,17 - 23 años,Cusco,4 a 6 años,No conozco,No conozco,4 a 6 años,1 a 3 años,,Menos de 1 año,1 a 3 años,1 a 3 años,1 a 3 años,,,,,,,,Menos de 1500 soles,Graduado de universidad,Trabajo como dependiente,jQuery,Femenino,Windows,"Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos en línea",1 a 3 años,No conozco,1 a 3 años,,,No,1 a 3 años,No conozco,No conozco,No conozco,,,
3/29/2014 19:44:22,17 - 23 años,Lima,Menos de 1 año,1 a 3 años,No conozco,1 a 3 años,4 a 6 años,,1 a 3 años,Más de 6 años,No conozco,Más de 6 años,,,,,,,,De 1501 a 2500,En universidad o instituto,Trabajo como dependiente,"AngularJS (NUEVO), backbone.js, dojo, ember.js (NUEVO), jQuery, jQuery UI, MooTools, Prototype, YUI",Masculino,Linux,"Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea",No conozco,No conozco,4 a 6 años,,,Sí,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,,Webapps móviles (en general)
3/29/2014 20:11:22,31 - 40 años,Lima,1 a 3 años,4 a 6 años,4 a 6 años,Más de 6 años,Más de 6 años,,Más de 6 años,Más de 6 años,4 a 6 años,Más de 6 años,,,,,,,,Más de 10500,Graduado de universidad,Trabajo como independiente,"AngularJS (NUEVO), backbone.js, ember.js (NUEVO), jQuery, jQuery UI, MooTools, Prototype, script.aculo.us, YUI",Masculino,Mac,"Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Comunidades locales de desarrolladores (NUEVO), IRC",1 a 3 años,Menos de 1 año,Más de 6 años,,,Sí,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,,,"Android, iOS, Webapps móviles (en general), Windows Phone"
3/29/2014 22:05:39,31 - 40 años,Callao,1 a 3 años,No conozco,No conozco,No conozco,Más de 6 años,,4 a 6 años,4 a 6 años,No conozco,Más de 6 años,,,,,,,,De 1501 a 2500,Graduado de instituto,Trabajo como dependiente,"dojo, jQuery, MooTools, Prototype",Masculino,Linux,"Documentación en la web, En la universidad o instituto",No conozco,No conozco,Más de 6 años,,,Sí,No conozco,No conozco,No conozco,No conozco,,,
3/29/2014 23:08:30,31 - 40 años,San Martín,No conozco,No conozco,Menos de 1 año,Menos de 1 año,Menos de 1 año,,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,,,,,,,,De 1501 a 2500,Graduado de universidad,Trabajo como independiente,"jQuery, jQuery UI",Masculino,Windows,"Documentación en la web, En la universidad o instituto, Cursos en línea",Menos de 1 año,Menos de 1 año,Menos de 1 año,,,Sí,No conozco,No conozco,No conozco,No conozco,,,Firefox OS
3/29/2014 23:45:52,24 - 30 años,Cusco,Menos de 1 año,No conozco,No conozco,1 a 3 años,Menos de 1 año,,No conozco,Menos de 1 año,No conozco,Menos de 1 año,,,,,,,,Menos de 1500 soles,Graduado de universidad,No trabajo,"jQuery, jQuery UI",Masculino,Windows,Documentación en la web,Menos de 1 año,No conozco,Menos de 1 año,,,Sí,No conozco,No conozco,No conozco,No conozco,,,
3/30/2014 2:56:02,24 - 30 años,Lima,No conozco,No conozco,No conozco,4 a 6 años,1 a 3 años,,Menos de 1 año,1 a 3 años,No conozco,No conozco,,,,,,,,Menos de 1500 soles,En universidad o instituto,No trabajo,"AngularJS (NUEVO), backbone.js, jQuery",Masculino,Windows,"Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea",No conozco,No conozco,Menos de 1 año,,,No,1 a 3 años,Menos de 1 año,No conozco,Menos de 1 año,,,Android
3/30/2014 7:55:16,24 - 30 años,Cusco,1 a 3 años,No conozco,No conozco,1 a 3 años,1 a 3 años,,1 a 3 años,1 a 3 años,Menos de 1 año,1 a 3 años,,,,,,,,Menos de 1500 soles,Graduado de universidad,No trabajo,"jQuery, jQuery UI",Masculino,Windows,"Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea, Comunidades locales de desarrolladores (NUEVO)",Menos de 1 año,No conozco,1 a 3 años,,,Sí,Menos de 1 año,No conozco,No conozco,Menos de 1 año,,,
3/30/2014 8:46:49,24 - 30 años,Cusco,Menos de 1 año,No conozco,No conozco,Menos de 1 año,1 a 3 años,,Menos de 1 año,1 a 3 años,1 a 3 años,4 a 6 años,,,,,,,,Menos de 1500 soles,Graduado de universidad,Trabajo como independiente,"AngularJS (NUEVO), backbone.js, jQuery, jQuery UI",Masculino,Mac,"Seminarios web, Documentación en la web, En la universidad o instituto, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea",No conozco,No conozco,Menos de 1 año,,,Sí,1 a 3 años,No conozco,No conozco,Menos de 1 año,,,Android
3/30/2014 9:56:09,24 - 30 años,Cusco,No conozco,No conozco,No conozco,1 a 3 años,Menos de 1 año,,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,,,,,,,De 1501 a 2500,En universidad o instituto,No trabajo,script.aculo.us,Masculino,Linux,"Documentación en la web, En la universidad o instituto",1 a 3 años,Menos de 1 año,Menos de 1 año,,,No,Menos de 1 año,No conozco,No conozco,No conozco,,,Android
3/30/2014 10:22:14,24 - 30 años,Lima,Más de 6 años,No conozco,No conozco,1 a 3 años,1 a 3 años,,1 a 3 años,1 a 3 años,Menos de 1 año,4 a 6 años,,,,,,,,De 4501 a 5500,Graduado de universidad,Trabajo como dependiente e independiente,"jQuery, jQuery UI",Masculino,Windows,"Seminarios web, Documentación en la web, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, Comunidades locales de desarrolladores (NUEVO)",No conozco,No conozco,1 a 3 años,,,Sí,No conozco,Menos de 1 año,Menos de 1 año,No conozco,,,Android
3/30/2014 11:42:28,24 - 30 años,Cusco,No conozco,No conozco,4 a 6 años,1 a 3 años,Menos de 1 año,,No conozco,1 a 3 años,4 a 6 años,1 a 3 años,,,,,,,,Menos de 1500 soles,Graduado de universidad,Trabajo como independiente,"jQuery, MooTools",Femenino,Windows,Documentación en la web,Menos de 1 año,Menos de 1 año,1 a 3 años,,,Sí,No conozco,No conozco,No conozco,No conozco,,,"Android, Blackberry, iOS"
3/30/2014 13:55:10,24 - 30 años,Cusco,4 a 6 años,No conozco,No conozco,1 a 3 años,4 a 6 años,,Menos de 1 año,4 a 6 años,No conozco,4 a 6 años,,,,,,,,Menos de 1500 soles,Graduado de universidad,Trabajo como dependiente,"jQuery, jQuery UI, MooTools",Masculino,Windows,"Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, En grupos de amigos o compañeros de trabajo",No conozco,No conozco,Menos de 1 año,,,Sí,1 a 3 años,No conozco,No conozco,No conozco,,,
3/30/2014 14:28:52,17 - 23 años,Cusco,Menos de 1 año,No conozco,No conozco,1 a 3 años,1 a 3 años,,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como independiente,"jQuery, jQuery UI",Masculino,Windows,"Seminarios web, Documentación en la web, En la universidad o instituto, Cursos en línea, En grupos de amigos o compañeros de trabajo",Menos de 1 año,Menos de 1 año,Menos de 1 año,,,Sí,Menos de 1 año,Menos de 1 año,Menos de 1 año,No conozco,,,"Android, Webapps móviles (en general)"
