"Timestamp","Edad","Departamento en el que vives actualmente","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [ASP.NET]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [CGI / Perl ]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [ColdFusion]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [Java]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [PHP]","Qué lenguaje servidor prefieres","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [AJAX]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [CSS]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Flash/ActionScript]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [HTML/XHTML]","¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Dreamweaver]","¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Eclipse (o derivados, como Aptana)]","¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Visual Studio]","¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Komodo]","¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [kompoZer]","¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [NetBeans]","¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Editor de textos]","¿Cuál es tu ingreso mensual bruto en soles?","Grado de instrucción","Situación laboral","¿Qué frameworks de JavaScript conoces?","Sexo","¿Qué sistema operativo usas principalmente para desarrollo web?","¿A través de qué medios aprendes sobre desarrollo web?","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Java (Applet)]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [JavaFX]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [JavaScript]","¿Qué experiencia tienes con los siguientes lenguajes de cliente? [HTML/XHTML]","¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [BlueGriffon (NUEVO)]","En tu trabajo actual, ¿tu función principal es desarrollo web?","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [Python]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [Ruby]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Silverlight]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [node.js (NUEVO)]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Dart (NUEVO)]","¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Editor simple de textos]"
2/29/2012 11:00:31,"24 - 30 años","Lima","No conozco","No conozco","No conozco","Menos de 1 año","4 a 6 años",,"1 a 3 años","1 a 3 años","No conozco","4 a 6 años","No conozco","1 año o menos","No conozco","No conozco","No conozco","4 a 6 años",,"De 1501 a 2500","En universidad o instituto","Trabajo como dependiente e independiente","jQuery, jQuery UI, Prototype","Masculino","Linux","Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea, En grupos de amigos o compañeros de trabajo","Menos de 1 año","Menos de 1 año","4 a 6 años",,"No conozco","Sí","Menos de 1 año","No conozco","No conozco","Menos de 1 año",,"1 año o menos"
2/29/2012 11:02:12,"24 - 30 años","Lima","Menos de 1 año","No conozco","No conozco","Menos de 1 año","1 a 3 años",,"Menos de 1 año","Menos de 1 año","Menos de 1 año","1 a 3 años","1 año o menos","1 año o menos","1 año o menos","1 año o menos","No conozco","1 a 3 años",,"De 2501 a 3500","Graduado de universidad","Trabajo como dependiente","jQuery, jQuery UI","Masculino","Windows","Documentación en la web, En grupos de amigos o compañeros de trabajo","No conozco","No conozco","No conozco",,"No conozco","Sí","1 a 3 años","Menos de 1 año","No conozco","Menos de 1 año",,"1 a 3 años"
2/29/2012 11:02:18,"24 - 30 años","Lima","No conozco","No conozco","No conozco","No conozco","1 a 3 años",,"Menos de 1 año","Menos de 1 año","No conozco","1 a 3 años","1 a 3 años","1 año o menos","No conozco","1 año o menos","No conozco","1 a 3 años",,"Menos de 1500 soles","En universidad o instituto","Trabajo como dependiente e independiente","dojo, jQuery, jQuery UI","Masculino","Windows","Seminarios web, Documentación en la web, Comunidades locales de desarrolladores (NUEVO)","No conozco","No conozco","Menos de 1 año",,"No conozco","Sí","Menos de 1 año","No conozco","No conozco","No conozco",,"Más de 6 años"
2/29/2012 11:07:57,"24 - 30 años","Lima","Menos de 1 año","No conozco","No conozco","Menos de 1 año","1 a 3 años",,"1 a 3 años","1 a 3 años","1 a 3 años","1 a 3 años","1 a 3 años","No conozco","1 año o menos","No conozco","No conozco","1 año o menos",,"Menos de 1500 soles","Graduado de universidad","Trabajo como dependiente","jQuery, jQuery UI, MooTools, Prototype","Femenino","Windows","Documentación en la web, Cursos de educación continua (fuera de los planes de estudio superiores)","No conozco","No conozco","1 a 3 años",,"No conozco","Sí","No conozco","No conozco","No conozco","No conozco",,"1 año o menos"
2/29/2012 11:20:22,"41 - 50 años","--Seleccione--","No conozco","No conozco","No conozco","Menos de 1 año","Más de 6 años",,"Más de 6 años","Más de 6 años","No conozco","Más de 6 años","Más de 6 años","1 año o menos","No conozco","No conozco","No conozco","1 año o menos",,"De 1501 a 2500","Graduado de universidad","Trabajo como dependiente e independiente","jQuery, jQuery UI","Masculino","Windows","Documentación en la web","Menos de 1 año","No conozco","Más de 6 años",,"No conozco","Sí","Menos de 1 año","No conozco","No conozco","No conozco",,"Más de 6 años"
2/29/2012 11:20:39,"24 - 30 años","Lima","Menos de 1 año","No conozco","Menos de 1 año","1 a 3 años","1 a 3 años",,"1 a 3 años","1 a 3 años","1 a 3 años","1 a 3 años","1 a 3 años","1 año o menos","1 a 3 años","No conozco","No conozco","1 año o menos",,"De 3501 a 4500","Graduado de universidad","Trabajo como dependiente","dojo, jQuery, jQuery UI, MooTools, Prototype","Masculino","Linux","Documentación en la web, Libros, revistas y otras publicaciones impresas","1 a 3 años","No conozco","1 a 3 años",,"No conozco","No","1 a 3 años","Menos de 1 año","No conozco","No conozco",,"4 a 6 años"
2/29/2012 11:43:51,"41 - 50 años","Lima","1 a 3 años","Menos de 1 año","No conozco","Más de 6 años","Más de 6 años",,"1 a 3 años","1 a 3 años","Menos de 1 año","Más de 6 años","1 a 3 años","Más de 6 años","Más de 6 años","1 a 3 años","No conozco","Más de 6 años",,"De 4501 a 5500","Graduado de universidad","Trabajo como dependiente e independiente","jQuery, jQuery UI, YUI","Masculino","Linux","Seminarios web, Documentación en la web, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)","Más de 6 años","No conozco","Más de 6 años",,"No conozco","Sí","1 a 3 años","Menos de 1 año","No conozco","No conozco",,"Más de 6 años"
2/29/2012 12:08:53,"24 - 30 años","Lima","1 a 3 años","No conozco","No conozco","4 a 6 años","Menos de 1 año",,"1 a 3 años","4 a 6 años","1 a 3 años","1 a 3 años","1 a 3 años","4 a 6 años","1 a 3 años","No conozco","No conozco","1 a 3 años",,"De 2501 a 3500","Graduado de instituto","Trabajo como dependiente","dojo, jQuery","Masculino","Windows","Documentación en la web, Cursos en línea, Comunidades locales de desarrolladores (NUEVO)","No conozco","No conozco","4 a 6 años",,"No conozco","No","Menos de 1 año","Menos de 1 año","No conozco","No conozco",,"4 a 6 años"
2/29/2012 12:12:20,"31 - 40 años","Lima","No conozco","No conozco","No conozco","No conozco","Menos de 1 año",,"Menos de 1 año","1 a 3 años","No conozco","Más de 6 años","1 año o menos","No conozco","No conozco","1 año o menos","No conozco","No conozco",,"De 4501 a 5500","Graduado de universidad","Trabajo como dependiente","jQuery, jQuery UI","Masculino","Linux","Documentación en la web, Libros, revistas y otras publicaciones impresas, En grupos de amigos o compañeros de trabajo","No conozco","No conozco","Menos de 1 año",,"No conozco","Sí","4 a 6 años","No conozco","No conozco","No conozco",,"1 a 3 años"
2/29/2012 13:25:01,"24 - 30 años","Lambayeque","Menos de 1 año","Menos de 1 año","No conozco","1 a 3 años","4 a 6 años",,"1 a 3 años","Más de 6 años","No conozco","Más de 6 años","1 a 3 años","1 año o menos","1 a 3 años","No conozco","No conozco","1 a 3 años",,"De 3501 a 4500","Graduado de universidad","Trabajo como dependiente e independiente","dojo, jQuery, jQuery UI, MooTools, Phone/gap, jquery Mobile","Masculino","Linux","Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea, En grupos de amigos o compañeros de trabajo","No conozco","No conozco","Más de 6 años",,"No conozco","Sí","Menos de 1 año","No conozco","No conozco","No conozco",,"4 a 6 años"
2/29/2012 19:08:37,"31 - 40 años","Callao","Menos de 1 año","No conozco","No conozco","4 a 6 años","1 a 3 años",,"Menos de 1 año","1 a 3 años","Menos de 1 año","1 a 3 años","1 año o menos","No conozco","Más de 6 años","No conozco","No conozco","4 a 6 años",,"De 2501 a 3500","Graduado de universidad","Trabajo como dependiente e independiente","jQuery, EXTjs","Masculino","Linux","Documentación en la web, En la universidad o instituto, En grupos de amigos o compañeros de trabajo","1 a 3 años","1 a 3 años","4 a 6 años",,"No conozco","Sí","Menos de 1 año","No conozco","No conozco","No conozco",,"Más de 6 años"
3/1/2012 0:33:52,"17 - 23 años","Lambayeque","Menos de 1 año","No conozco","No conozco","4 a 6 años","4 a 6 años",,"Menos de 1 año","4 a 6 años","Menos de 1 año","Menos de 1 año","4 a 6 años","No conozco","1 a 3 años","No conozco","1 año o menos","4 a 6 años",,"Menos de 1500 soles","En universidad o instituto","Trabajo como independiente","jQuery, jQuery UI","Masculino","Windows","Documentación en la web, En la universidad o instituto","Menos de 1 año","No conozco","4 a 6 años",,"No conozco","Sí","1 a 3 años","No conozco","No conozco","No conozco",,"1 a 3 años"
3/1/2012 1:08:18,"17 - 23 años","Lima","No conozco","No conozco","No conozco","Menos de 1 año","No conozco",,"No conozco","Menos de 1 año","Menos de 1 año","Menos de 1 año","1 año o menos","1 año o menos","1 año o menos","No conozco","No conozco","No conozco",,"Menos de 1500 soles","En universidad o instituto","Trabajo como dependiente","jQuery","Masculino","Windows","Documentación en la web","No conozco","No conozco","Menos de 1 año",,"No conozco","No","No conozco","No conozco","No conozco","No conozco",,"No conozco"
3/1/2012 1:56:50,"24 - 30 años","Lima","No conozco","No conozco","No conozco","No conozco","1 a 3 años",,"1 a 3 años","1 a 3 años","Menos de 1 año","1 a 3 años","No conozco","No conozco","No conozco","No conozco","No conozco","No conozco",,"Menos de 1500 soles","En universidad o instituto","Trabajo como independiente","jQuery","Masculino","Linux","Documentación en la web, Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)","No conozco","No conozco","1 a 3 años",,"No conozco","Sí","1 a 3 años","Menos de 1 año","No conozco","Menos de 1 año",,"1 a 3 años"
3/1/2012 7:19:27,"24 - 30 años","Callao","1 a 3 años","No conozco","No conozco","Menos de 1 año","Menos de 1 año",,"4 a 6 años","4 a 6 años","Menos de 1 año","4 a 6 años","No conozco","1 año o menos","1 a 3 años","1 año o menos","No conozco","1 año o menos",,"De 2501 a 3500","Graduado de universidad","Trabajo como independiente","backbone.js (NUEVO), jQuery, jQuery UI, MooTools, underscore,handlebars,","Masculino","Linux","Documentación en la web, Libros, revistas y otras publicaciones impresas","Menos de 1 año","No conozco","4 a 6 años",,"No conozco","Sí","1 a 3 años","Menos de 1 año","No conozco","Menos de 1 año",,"4 a 6 años"
3/1/2012 9:43:26,"31 - 40 años","Lima","No conozco","Menos de 1 año","No conozco","No conozco","Menos de 1 año",,"1 a 3 años","1 a 3 años","No conozco","4 a 6 años","No conozco","No conozco","1 año o menos","1 a 3 años","1 año o menos","No conozco",,"De 5501 a 6500","Graduado de universidad","Trabajo como dependiente","dojo, jQuery, jQuery UI, YUI","Masculino","Mac","Documentación en la web, Libros, revistas y otras publicaciones impresas","No conozco","No conozco","1 a 3 años",,"No conozco","Sí","4 a 6 años","No conozco","No conozco","No conozco",,"Más de 6 años"
3/1/2012 10:03:09,"17 - 23 años","Lima","1 a 3 años","No conozco","No conozco","1 a 3 años","1 a 3 años",,"1 a 3 años","4 a 6 años","1 a 3 años","4 a 6 años","1 a 3 años","1 a 3 años","1 a 3 años","No conozco","No conozco","No conozco",,"Menos de 1500 soles","En universidad o instituto","Trabajo como dependiente","dojo, jQuery, MooTools","Masculino","Linux","Documentación en la web, En la universidad o instituto, En grupos de amigos o compañeros de trabajo","1 a 3 años","1 a 3 años","1 a 3 años",,"No conozco","Sí","No conozco","No conozco","Menos de 1 año","No conozco",,"4 a 6 años"
3/1/2012 13:49:41,"31 - 40 años","Lima","No conozco","No conozco","No conozco","No conozco","1 a 3 años",,"1 a 3 años","4 a 6 años","1 a 3 años","4 a 6 años","Más de 6 años","1 año o menos","1 a 3 años","No conozco","No conozco","No conozco",,"De 1501 a 2500","Graduado de instituto","Trabajo como dependiente","jQuery, jQuery UI, MooTools","Masculino","Windows","Documentación en la web, Cursos de educación continua (fuera de los planes de estudio superiores), En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)","No conozco","No conozco","4 a 6 años",,"No conozco","Sí","1 a 3 años","No conozco","No conozco","Menos de 1 año",,"1 año o menos"
3/1/2012 21:04:39,"17 - 23 años","Tacna","No conozco","No conozco","No conozco","Menos de 1 año","4 a 6 años",,"4 a 6 años","Más de 6 años","Menos de 1 año","Más de 6 años","1 a 3 años","1 año o menos","1 a 3 años","No conozco","No conozco","1 a 3 años",,"Menos de 1500 soles","Graduado de universidad","Trabajo como independiente","jQuery, Prototype","Masculino","Windows","Documentación en la web, Cursos en línea","Menos de 1 año","No conozco","Más de 6 años",,"No conozco","Sí","No conozco","Menos de 1 año","Menos de 1 año","No conozco",,"Más de 6 años"
3/3/2012 1:18:52,"17 - 23 años","Lima","Menos de 1 año","Menos de 1 año","No conozco","1 a 3 años","4 a 6 años",,"4 a 6 años","4 a 6 años","No conozco","4 a 6 años","1 año o menos","1 año o menos","1 año o menos","1 a 3 años","1 a 3 años","1 a 3 años",,"De 1501 a 2500","En universidad o instituto","Trabajo como dependiente e independiente","dojo, jQuery, MooTools, script.aculo.us","Masculino","Linux","Seminarios web, Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO), experiencia en el desarrollo ","Menos de 1 año","Menos de 1 año","1 a 3 años",,"No conozco","Sí","1 a 3 años","No conozco","No conozco","Menos de 1 año",,"4 a 6 años"
3/3/2012 18:26:55,"24 - 30 años","Lima","No conozco","No conozco","No conozco","No conozco","4 a 6 años",,"No conozco","4 a 6 años","No conozco","4 a 6 años","4 a 6 años","No conozco","No conozco","No conozco","No conozco","No conozco",,"De 1501 a 2500","Graduado de instituto","Trabajo como dependiente e independiente","jQuery","Masculino","Windows","Seminarios web, Documentación en la web","No conozco","No conozco","4 a 6 años",,"No conozco","Sí","Menos de 1 año","No conozco","No conozco","No conozco",,"No conozco"
3/3/2012 18:43:24,"31 - 40 años","Lima","1 a 3 años","No conozco","No conozco","No conozco","Menos de 1 año",,"4 a 6 años","Más de 6 años","Menos de 1 año","Más de 6 años","1 a 3 años","No conozco","1 a 3 años","No conozco","No conozco","No conozco",,"De 7501 a 8500","Graduado de universidad","Trabajo como dependiente","backbone.js (NUEVO), jQuery, jQuery UI, Prototype, script.aculo.us, Ember","Masculino","Mac","Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)","No conozco","No conozco","Menos de 1 año",,"No conozco","Sí","No conozco","4 a 6 años","No conozco","No conozco",,"Más de 6 años"
3/3/2012 18:59:04,"17 - 23 años","--Seleccione--","No conozco","No conozco","No conozco","1 a 3 años","1 a 3 años",,"No conozco","Menos de 1 año","Menos de 1 año","1 a 3 años","4 a 6 años","No conozco","4 a 6 años","No conozco","No conozco","1 a 3 años",,"Menos de 1500 soles","En universidad o instituto","Trabajo como dependiente","ninguno","Masculino","Windows","Seminarios web, Documentación en la web, En la universidad o instituto, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, Comunidades locales de desarrolladores (NUEVO)","No conozco","No conozco","Menos de 1 año",,"No conozco","No","No conozco","Menos de 1 año","No conozco","No conozco",,"1 a 3 años"
3/3/2012 23:41:58,"17 - 23 años","--Seleccione--","Más de 6 años","Más de 6 años","4 a 6 años","1 a 3 años","4 a 6 años",,"No conozco","Menos de 1 año","Menos de 1 año","Menos de 1 año","1 año o menos","1 a 3 años","1 año o menos","No conozco","No conozco","4 a 6 años",,"De 2501 a 3500","Graduado de universidad","Trabajo como independiente","jQuery UI, MooTools, Prototype","Femenino","Mac","Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea","1 a 3 años","1 a 3 años","1 a 3 años",,"No conozco","Sí","1 a 3 años","No conozco","4 a 6 años","1 a 3 años",,"No conozco"
3/3/2012 23:43:23,"17 - 23 años","Arequipa","No conozco","1 a 3 años","Menos de 1 año","Menos de 1 año","1 a 3 años",,"No conozco","4 a 6 años","No conozco","1 a 3 años","1 a 3 años","1 a 3 años","4 a 6 años","1 año o menos","1 año o menos","1 a 3 años",,"De 3501 a 4500","En universidad o instituto","Trabajo como dependiente e independiente","dojo, jQuery, script.aculo.us","Femenino","Linux","Seminarios web, Cursos en línea","1 a 3 años","Menos de 1 año","4 a 6 años",,"No conozco","Sí","No conozco","No conozco","Menos de 1 año","No conozco",,"1 a 3 años"
3/3/2012 23:44:26,"24 - 30 años","Arequipa","No conozco","No conozco","No conozco","1 a 3 años","1 a 3 años",,"1 a 3 años","4 a 6 años","4 a 6 años","Más de 6 años","1 a 3 años","4 a 6 años","1 a 3 años","No conozco","No conozco","4 a 6 años",,"De 3501 a 4500","Graduado de universidad","Trabajo como dependiente e independiente","dojo, jQuery, jQuery UI, Prototype, script.aculo.us","Femenino","Linux","Seminarios web, Documentación en la web","4 a 6 años","Más de 6 años","Más de 6 años",,"No conozco","Sí","Menos de 1 año","1 a 3 años","No conozco","Menos de 1 año",,"No conozco"
3/3/2012 23:45:42,"31 - 40 años","Arequipa","No conozco","No conozco","No conozco","4 a 6 años","1 a 3 años",,"1 a 3 años","Más de 6 años","Más de 6 años","Más de 6 años","1 año o menos","4 a 6 años","1 año o menos","No conozco","No conozco","Más de 6 años",,"De 2501 a 3500","Maestría","Trabajo como dependiente e independiente","jQuery, MooTools, Prototype, script.aculo.us","Femenino","Linux","Documentación en la web","4 a 6 años","Menos de 1 año","Más de 6 años",,"No conozco","Sí","4 a 6 años","Menos de 1 año","No conozco","No conozco",,"No conozco"
3/4/2012 0:00:20,"31 - 40 años","Lima","No conozco","No conozco","No conozco","1 a 3 años","Menos de 1 año",,"Menos de 1 año","Menos de 1 año","Menos de 1 año","1 a 3 años","1 a 3 años","1 a 3 años","1 año o menos","No conozco","No conozco","1 a 3 años",,"Menos de 1500 soles","Graduado de universidad","Trabajo como dependiente","jQuery","Femenino","Windows","Seminarios web, En la universidad o instituto, Cursos de educación continua (fuera de los planes de estudio superiores), En grupos de amigos o compañeros de trabajo","1 a 3 años","No conozco","1 a 3 años",,"No conozco","Sí","No conozco","No conozco","No conozco","No conozco",,"Más de 6 años"
3/4/2012 0:31:04,"24 - 30 años","Cajamarca","No conozco","No conozco","No conozco","Menos de 1 año","1 a 3 años",,"1 a 3 años","1 a 3 años","No conozco","1 a 3 años","4 a 6 años","1 a 3 años","No conozco","1 año o menos","No conozco","1 a 3 años",,"De 2501 a 3500","Graduado de universidad","Trabajo como dependiente e independiente","jQuery, Prototype, script.aculo.us","Masculino","Mac","Seminarios web, Documentación en la web, Cursos en línea","No conozco","No conozco","1 a 3 años",,"No conozco","No","Menos de 1 año","No conozco","No conozco","Menos de 1 año",,"No conozco"
3/4/2012 1:14:13,"24 - 30 años","--Seleccione--","No conozco","No conozco","No conozco","Menos de 1 año","Menos de 1 año",,"No conozco","Menos de 1 año","Menos de 1 año","Menos de 1 año","1 a 3 años","No conozco","No conozco","No conozco","No conozco","No conozco",,"Menos de 1500 soles","Graduado de universidad","No trabajo",,"Masculino","Linux","Seminarios web, Libros, revistas y otras publicaciones impresas, Cursos en línea","No conozco","No conozco","Menos de 1 año",,"No conozco","No","No conozco","No conozco","No conozco","No conozco",,"No conozco"
3/4/2012 2:08:47,"17 - 23 años","Puno","No conozco","No conozco","No conozco","No conozco","Menos de 1 año",,"1 a 3 años","1 a 3 años","No conozco","1 a 3 años","No conozco","1 año o menos","No conozco","1 a 3 años","No conozco","No conozco",,"Menos de 1500 soles","En universidad o instituto","Trabajo como independiente","jQuery, YUI, rightJS","Masculino","Windows","Seminarios web, Documentación en la web, En grupos de amigos o compañeros de trabajo","No conozco","No conozco","1 a 3 años",,"No conozco","Sí","Menos de 1 año","Menos de 1 año","No conozco","Menos de 1 año",,"1 a 3 años"
3/4/2012 12:08:36,"17 - 23 años","--Seleccione--","Más de 6 años","4 a 6 años","4 a 6 años","Más de 6 años","Más de 6 años",,"4 a 6 años","Más de 6 años","4 a 6 años","Más de 6 años","1 año o menos","Más de 6 años","4 a 6 años","Más de 6 años","1 año o menos","Más de 6 años",,"De 3501 a 4500","Graduado de universidad","Trabajo como independiente","dojo, jQuery, jQuery UI, MooTools, Prototype, script.aculo.us, YUI","Masculino","Mac","Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO), atraves de mi Jedai","Más de 6 años","1 a 3 años","Más de 6 años",,"1 año o menos","Sí","1 a 3 años","1 a 3 años","Menos de 1 año","Menos de 1 año",,"Más de 6 años"
3/4/2012 13:29:25,"24 - 30 años","Ayacucho","Menos de 1 año","4 a 6 años","No conozco","4 a 6 años","Más de 6 años",,"Más de 6 años","Más de 6 años","Más de 6 años","Más de 6 años","4 a 6 años","4 a 6 años","4 a 6 años","1 a 3 años","4 a 6 años","4 a 6 años",,"De 1501 a 2500","Graduado de universidad","Trabajo como dependiente e independiente","backbone.js (NUEVO), dojo, jQuery, jQuery UI, MooTools, Prototype, script.aculo.us","Masculino","Linux","Documentación en la web, Comunidades locales de desarrolladores (NUEVO)","1 a 3 años","1 a 3 años","Más de 6 años",,"1 a 3 años","Sí","Más de 6 años","4 a 6 años","4 a 6 años","1 a 3 años",,"Más de 6 años"
3/4/2012 20:41:42,"24 - 30 años","Puno","Menos de 1 año","No conozco","No conozco","Menos de 1 año","Más de 6 años",,"4 a 6 años","Más de 6 años","Menos de 1 año","Más de 6 años","Más de 6 años","1 año o menos","4 a 6 años","No conozco","1 a 3 años","1 a 3 años",,"Menos de 1500 soles","Graduado de universidad","Trabajo como dependiente e independiente","jQuery, jQuery UI","Masculino","Windows","Documentación en la web, Cursos en línea, En grupos de amigos o compañeros de trabajo","Menos de 1 año","Menos de 1 año","Más de 6 años",,"No conozco","Sí","Menos de 1 año","Menos de 1 año","No conozco","Menos de 1 año",,"Más de 6 años"
3/4/2012 20:48:15,"24 - 30 años","Puno","Menos de 1 año","Menos de 1 año","No conozco","1 a 3 años","1 a 3 años",,"1 a 3 años","1 a 3 años","1 a 3 años","1 a 3 años","1 año o menos","1 año o menos","1 a 3 años","1 año o menos","1 año o menos","4 a 6 años",,"Menos de 1500 soles","Graduado de universidad","Trabajo como independiente","dojo, jQuery, jQuery UI, MooTools, Prototype, YUI","Masculino","Windows","Documentación en la web","1 a 3 años","1 a 3 años","1 a 3 años",,"No conozco","Sí","Menos de 1 año","Menos de 1 año","Menos de 1 año","Menos de 1 año",,"4 a 6 años"
3/4/2012 21:09:14,"17 - 23 años","Puno","No conozco","No conozco","No conozco","1 a 3 años","4 a 6 años",,"1 a 3 años","4 a 6 años","Menos de 1 año","1 a 3 años","4 a 6 años","1 a 3 años","1 año o menos","No conozco","No conozco","4 a 6 años",,"Menos de 1500 soles","En universidad o instituto","Trabajo como dependiente","dojo, jQuery, jQuery UI, MooTools, Prototype, YUI","Masculino","Windows","Documentación en la web","Menos de 1 año","No conozco","4 a 6 años",,"No conozco","Sí","No conozco","No conozco","No conozco","No conozco",,"4 a 6 años"
3/4/2012 21:15:35,"24 - 30 años","Puno","Menos de 1 año","No conozco","No conozco","Menos de 1 año","1 a 3 años",,"No conozco","Menos de 1 año","1 a 3 años","Más de 6 años","4 a 6 años","1 año o menos","4 a 6 años","No conozco","No conozco","1 a 3 años",,"Menos de 1500 soles","Graduado de universidad","No trabajo","jQuery","Masculino","Windows","Seminarios web","Menos de 1 año","No conozco","Menos de 1 año",,"No conozco","No","No conozco","No conozco","No conozco","No conozco",,"Más de 6 años"
3/4/2012 21:48:33,"24 - 30 años","Puno","1 a 3 años","1 a 3 años","Menos de 1 año","1 a 3 años","1 a 3 años",,"1 a 3 años","1 a 3 años","1 a 3 años","Más de 6 años","Más de 6 años","Más de 6 años","Más de 6 años","4 a 6 años","No conozco","Más de 6 años",,"Menos de 1500 soles","Maestría","Trabajo como dependiente","backbone.js (NUEVO)","Masculino","Linux","Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)","Más de 6 años","1 a 3 años","1 a 3 años",,"No conozco","Sí","Menos de 1 año","Menos de 1 año","1 a 3 años","No conozco",,"Más de 6 años"
3/4/2012 21:56:26,"24 - 30 años","Lima","Menos de 1 año","No conozco","No conozco","Menos de 1 año","1 a 3 años",,"Menos de 1 año","1 a 3 años","1 a 3 años","1 a 3 años","1 a 3 años","No conozco","1 a 3 años","No conozco","No conozco","1 año o menos",,"De 1501 a 2500","Graduado de universidad","Trabajo como dependiente e independiente","jQuery, jQuery UI","Masculino","Windows","Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)","Menos de 1 año","Menos de 1 año","Menos de 1 año",,"No conozco","No","Menos de 1 año","No conozco","No conozco","No conozco",,"1 a 3 años"
3/4/2012 23:18:32,"17 - 23 años","Puno","No conozco","No conozco","No conozco","Menos de 1 año","1 a 3 años",,"Menos de 1 año","Menos de 1 año","Menos de 1 año","1 a 3 años","4 a 6 años","No conozco","1 año o menos","No conozco","No conozco","1 a 3 años",,"Menos de 1500 soles","Graduado de universidad","Trabajo como independiente","backbone.js (NUEVO), jQuery, jQuery UI, Prototype","Masculino","Windows","Documentación en la web, Cursos en línea","No conozco","No conozco","Menos de 1 año",,"No conozco","Sí","No conozco","No conozco","No conozco","No conozco",,"No conozco"
3/4/2012 23:29:41,"31 - 40 años","Puno","1 a 3 años","Menos de 1 año","Menos de 1 año","Más de 6 años","Más de 6 años",,"Más de 6 años","Más de 6 años","4 a 6 años","Más de 6 años","1 año o menos","Más de 6 años","Más de 6 años","No conozco","No conozco","Más de 6 años",,"De 1501 a 2500","Graduado de universidad","Trabajo como dependiente e independiente","backbone.js (NUEVO), dojo, jQuery, jQuery UI, MooTools, Prototype, script.aculo.us, YUI","Masculino","Windows","Seminarios web, Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores)","Más de 6 años","Más de 6 años","Más de 6 años",,"1 año o menos","No","1 a 3 años","1 a 3 años","1 a 3 años","Menos de 1 año",,"Más de 6 años"
