Timestamp,Edad,Departamento en el que vives actualmente,¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [ASP.NET],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [CGI / Perl ],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [ColdFusion],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [Java],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [PHP],Qué lenguaje servidor prefieres,¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [AJAX],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [CSS],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Flash/ActionScript],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [HTML/XHTML],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Dreamweaver],"¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Eclipse (o derivados, como Aptana)]",¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Visual Studio],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Komodo],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [kompoZer],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [NetBeans],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Editor de textos],¿Cuál es tu ingreso mensual bruto en soles?,Grado de instrucción,Situación laboral,¿Qué frameworks de JavaScript conoces?,Sexo,¿Qué sistema operativo usas principalmente para desarrollo web?,¿A través de qué medios aprendes sobre desarrollo web?,¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Java (Applet)],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [JavaFX],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [JavaScript],¿Qué experiencia tienes con los siguientes lenguajes de cliente? [HTML/XHTML],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [BlueGriffon (NUEVO)],"En tu trabajo actual, ¿tu función principal es desarrollo web?",¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [Python],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [Ruby],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Silverlight],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [node.js (NUEVO)],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Dart (NUEVO)],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Editor simple de textos]
41371.825474537,24 - 30 años,Lima,No conozco,No conozco,No conozco,Más de 6 años,No conozco,,Más de 6 años,Más de 6 años,Menos de 1 año,Más de 6 años,1 año o menos,Más de 6 años,1 año o menos,No conozco,1 año o menos,1 a 3 años,,De 4501 a 5500,Graduado de instituto,Trabajo como dependiente,"backbone.js (NUEVO), dojo, jQuery, jQuery UI, MooTools, Prototype, script.aculo.us, YUI",Masculino,Windows,"Documentación en la web, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",Menos de 1 año,No conozco,4 a 6 años,,No conozco,Sí,No conozco,No conozco,No conozco,Menos de 1 año,,Más de 6 años
41371.8297916667,17 - 23 años,Arequipa,No conozco,No conozco,No conozco,No conozco,Menos de 1 año,,No conozco,Menos de 1 año,Menos de 1 año,Menos de 1 año,1 año o menos,1 año o menos,1 año o menos,No conozco,No conozco,No conozco,,Menos de 1500 soles,En universidad o instituto,No trabajo,"jQuery, jQuery UI",Masculino,Windows,"Documentación en la web, Cursos en línea",No conozco,No conozco,Menos de 1 año,,No conozco,No,Menos de 1 año,No conozco,No conozco,No conozco,,Más de 6 años
41371.8330439815,31 - 40 años,Lima,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,4 a 6 años,,Menos de 1 año,1 a 3 años,1 a 3 años,4 a 6 años,4 a 6 años,1 año o menos,1 año o menos,No conozco,No conozco,1 año o menos,,De 1501 a 2500,En universidad o instituto,Trabajo como independiente,"jQuery, jQuery UI",Masculino,Windows,Documentación en la web,No conozco,No conozco,1 a 3 años,,No conozco,Sí,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,4 a 6 años
41371.8352430556,31 - 40 años,Lima,No conozco,No conozco,No conozco,Menos de 1 año,4 a 6 años,,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,1 año o menos,1 a 3 años,No conozco,No conozco,No conozco,1 a 3 años,,Menos de 1500 soles,En universidad o instituto,Trabajo como independiente,"jQuery, jQuery UI, MooTools",Femenino,Windows,"Documentación en la web, En la universidad o instituto, Comunidades locales de desarrolladores (NUEVO)",No conozco,No conozco,No conozco,,No conozco,Sí,Menos de 1 año,No conozco,1 a 3 años,No conozco,,4 a 6 años
41371.8419328704,41 - 50 años,Lima,1 a 3 años,No conozco,No conozco,Más de 6 años,No conozco,,1 a 3 años,Más de 6 años,No conozco,Más de 6 años,Más de 6 años,Más de 6 años,1 a 3 años,No conozco,No conozco,Más de 6 años,,De 1501 a 2500,Graduado de universidad,Trabajo como dependiente,"jQuery, jQuery UI",Masculino,Windows,"Documentación en la web, Cursos en línea",Más de 6 años,No conozco,Más de 6 años,,No conozco,Sí,No conozco,No conozco,No conozco,No conozco,,Más de 6 años
41371.8525115741,17 - 23 años,Lima,Menos de 1 año,No conozco,No conozco,1 a 3 años,No conozco,,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,1 año o menos,1 a 3 años,1 año o menos,No conozco,No conozco,1 año o menos,,De 1501 a 2500,Graduado de universidad,Trabajo como dependiente,"dojo, jQuery, extjs",Masculino,Windows,"Seminarios web, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",Menos de 1 año,No conozco,Menos de 1 año,,No conozco,Sí,No conozco,No conozco,No conozco,No conozco,,No conozco
41371.8618171296,17 - 23 años,Lima,Menos de 1 año,No conozco,No conozco,1 a 3 años,Menos de 1 año,,1 a 3 años,1 a 3 años,Menos de 1 año,Más de 6 años,1 a 3 años,1 a 3 años,1 a 3 años,1 año o menos,1 año o menos,1 a 3 años,,De 1501 a 2500,En universidad o instituto,Trabajo como dependiente e independiente,"dojo, jQuery, jQuery UI, Prototype, script.aculo.us",Masculino,Linux,"Seminarios web, Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",1 a 3 años,No conozco,1 a 3 años,,1 año o menos,Sí,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,,4 a 6 años
41371.864849537,24 - 30 años,Lima,Más de 6 años,No conozco,No conozco,1 a 3 años,Menos de 1 año,,1 a 3 años,1 a 3 años,No conozco,Más de 6 años,Más de 6 años,1 a 3 años,Más de 6 años,No conozco,No conozco,1 a 3 años,,De 2501 a 3500,Graduado de universidad,Trabajo como dependiente,"jQuery, jQuery UI",Masculino,Windows,"Documentación en la web, Comunidades locales de desarrolladores (NUEVO)",No conozco,No conozco,No conozco,,No conozco,No,No conozco,No conozco,No conozco,No conozco,,Más de 6 años
41371.867025463,17 - 23 años,Lima,Menos de 1 año,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,No conozco,No conozco,No conozco,4 a 6 años,No conozco,No conozco,No conozco,No conozco,No conozco,1 a 3 años,,--Seleccione--,En universidad o instituto,No trabajo,script.aculo.us,Femenino,Windows,"En la universidad o instituto, Cursos en línea",Menos de 1 año,Menos de 1 año,Menos de 1 año,,No conozco,Sí,No conozco,No conozco,No conozco,No conozco,,1 a 3 años
41371.8809722222,24 - 30 años,Lima,No conozco,No conozco,No conozco,No conozco,4 a 6 años,,1 a 3 años,4 a 6 años,1 a 3 años,4 a 6 años,4 a 6 años,1 año o menos,1 a 3 años,No conozco,No conozco,No conozco,,De 2501 a 3500,En universidad o instituto,Trabajo como dependiente,"backbone.js (NUEVO), jQuery, jQuery UI, MooTools, Prototype, script.aculo.us",Masculino,Mac,"Documentación en la web, Cursos en línea, Comunidades locales de desarrolladores (NUEVO)",No conozco,No conozco,4 a 6 años,,No conozco,Sí,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,No conozco
41371.8988194444,24 - 30 años,Áncash,Más de 6 años,No conozco,No conozco,Menos de 1 año,1 a 3 años,,1 a 3 años,1 a 3 años,Menos de 1 año,4 a 6 años,1 a 3 años,No conozco,Más de 6 años,No conozco,No conozco,1 a 3 años,,De 2501 a 3500,Graduado de universidad,Trabajo como independiente,"jQuery, jQuery UI, Knockout",Masculino,Windows,"Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, Comunidades locales de desarrolladores (NUEVO)",No conozco,No conozco,1 a 3 años,,No conozco,Sí,No conozco,No conozco,Menos de 1 año,No conozco,,Más de 6 años
41371.8989583333,24 - 30 años,Lima,No conozco,No conozco,No conozco,Más de 6 años,Más de 6 años,,Más de 6 años,Más de 6 años,Menos de 1 año,Más de 6 años,No conozco,Más de 6 años,No conozco,1 año o menos,No conozco,4 a 6 años,,De 3501 a 4500,Escolar,Trabajo como independiente,"backbone.js (NUEVO), dojo, jQuery, jQuery UI, MooTools, Prototype, script.aculo.us, YUI, zepto, underscore",Masculino,Linux,"Documentación en la web, Comunidades locales de desarrolladores (NUEVO), autodidactica",Más de 6 años,No conozco,Más de 6 años,,1 año o menos,Sí,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,,Más de 6 años
41371.9086111111,17 - 23 años,Lima,Menos de 1 año,1 a 3 años,No conozco,Menos de 1 año,1 a 3 años,,Menos de 1 año,4 a 6 años,Menos de 1 año,Más de 6 años,4 a 6 años,1 año o menos,1 año o menos,No conozco,No conozco,4 a 6 años,,De 2501 a 3500,En universidad o instituto,Trabajo como dependiente,"backbone.js (NUEVO), jQuery, jQuery UI, Prototype, YUI",Masculino,Windows,"Seminarios web, Documentación en la web, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",Menos de 1 año,No conozco,4 a 6 años,,No conozco,Sí,No conozco,No conozco,No conozco,No conozco,,Más de 6 años
41371.9138310185,31 - 40 años,Lima,No conozco,No conozco,No conozco,4 a 6 años,Menos de 1 año,,Menos de 1 año,Menos de 1 año,1 a 3 años,1 a 3 años,1 a 3 años,1 año o menos,No conozco,No conozco,No conozco,4 a 6 años,,De 5501 a 6500,Graduado de instituto,Trabajo como dependiente,"jQuery, MooTools",Masculino,Windows,"Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea, Comunidades locales de desarrolladores (NUEVO)",1 a 3 años,Menos de 1 año,1 a 3 años,,No conozco,No,No conozco,No conozco,No conozco,No conozco,,Más de 6 años
41371.9148611111,17 - 23 años,Lima,No conozco,No conozco,No conozco,1 a 3 años,4 a 6 años,,1 a 3 años,4 a 6 años,4 a 6 años,4 a 6 años,4 a 6 años,4 a 6 años,No conozco,No conozco,1 año o menos,4 a 6 años,,Menos de 1500 soles,En universidad o instituto,Trabajo como dependiente e independiente,"jQuery, jQuery UI, MooTools, Prototype",Masculino,Linux,"Seminarios web, Documentación en la web, Cursos en línea, En grupos de amigos o compañeros de trabajo",Menos de 1 año,No conozco,1 a 3 años,,No conozco,Sí,Menos de 1 año,No conozco,No conozco,Menos de 1 año,,Más de 6 años
41371.9210532407,24 - 30 años,Lima,Menos de 1 año,No conozco,No conozco,Menos de 1 año,4 a 6 años,,Menos de 1 año,4 a 6 años,Menos de 1 año,4 a 6 años,1 a 3 años,No conozco,1 a 3 años,No conozco,No conozco,1 año o menos,,De 1501 a 2500,Graduado de universidad,Trabajo como independiente,"backbone.js (NUEVO), jQuery",Masculino,Windows,"Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, En grupos de amigos o compañeros de trabajo",No conozco,No conozco,Menos de 1 año,,No conozco,Sí,Menos de 1 año,No conozco,No conozco,No conozco,,Más de 6 años
41371.9545601852,31 - 40 años,Lima,Menos de 1 año,Menos de 1 año,No conozco,No conozco,4 a 6 años,,4 a 6 años,1 a 3 años,No conozco,4 a 6 años,1 a 3 años,1 a 3 años,No conozco,No conozco,No conozco,1 a 3 años,,De 3501 a 4500,En universidad o instituto,Trabajo como dependiente e independiente,"backbone.js (NUEVO), dojo, jQuery, jQuery UI, YUI",Masculino,Linux,"Documentación en la web, Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",No conozco,No conozco,4 a 6 años,,No conozco,Sí,1 a 3 años,Menos de 1 año,No conozco,Menos de 1 año,,4 a 6 años
41371.9546643519,17 - 23 años,Lima,No conozco,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,Menos de 1 año,Menos de 1 año,No conozco,1 a 3 años,1 año o menos,No conozco,No conozco,No conozco,No conozco,1 año o menos,,Menos de 1500 soles,En universidad o instituto,Trabajo como dependiente,"backbone.js (NUEVO), jQuery",Masculino,Linux,"Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea, Comunidades locales de desarrolladores (NUEVO)",No conozco,No conozco,Menos de 1 año,,No conozco,Sí,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,1 a 3 años
41371.9557986111,31 - 40 años,Lima,1 a 3 años,4 a 6 años,No conozco,Menos de 1 año,Más de 6 años,,Más de 6 años,Más de 6 años,Más de 6 años,Más de 6 años,Más de 6 años,4 a 6 años,1 año o menos,1 año o menos,1 año o menos,1 a 3 años,,De 2501 a 3500,Graduado de universidad,Trabajo como dependiente e independiente,"dojo, jQuery, jQuery UI, MooTools, Prototype, script.aculo.us",Masculino,Windows,"Documentación en la web, Comunidades locales de desarrolladores (NUEVO)",Menos de 1 año,Menos de 1 año,Más de 6 años,,No conozco,No,No conozco,No conozco,Menos de 1 año,No conozco,,Más de 6 años
41371.9612962963,24 - 30 años,Junín,Menos de 1 año,No conozco,No conozco,Menos de 1 año,4 a 6 años,,Menos de 1 año,1 a 3 años,1 a 3 años,Más de 6 años,1 a 3 años,1 año o menos,1 a 3 años,No conozco,No conozco,1 año o menos,,Menos de 1500 soles,Graduado de universidad,No trabajo,,Masculino,Windows,"Documentación en la web, Cursos en línea, videotutoriales",No conozco,No conozco,Menos de 1 año,,No conozco,No,Menos de 1 año,No conozco,No conozco,No conozco,,No conozco
41371.9637037037,24 - 30 años,Ayacucho,No conozco,1 a 3 años,No conozco,No conozco,No conozco,,Más de 6 años,Más de 6 años,No conozco,Más de 6 años,No conozco,No conozco,No conozco,1 año o menos,No conozco,No conozco,,De 1501 a 2500,Graduado de universidad,Trabajo como dependiente e independiente,"backbone.js (NUEVO), jQuery, jQuery UI, MooTools, Prototype, script.aculo.us",Masculino,Linux,"Documentación en la web, Libros, revistas y otras publicaciones impresas, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",No conozco,No conozco,Más de 6 años,,No conozco,Sí,Más de 6 años,4 a 6 años,No conozco,1 a 3 años,,Más de 6 años
41371.9718287037,17 - 23 años,Lima,Menos de 1 año,No conozco,No conozco,1 a 3 años,1 a 3 años,,4 a 6 años,4 a 6 años,Menos de 1 año,4 a 6 años,No conozco,4 a 6 años,1 año o menos,1 año o menos,No conozco,1 a 3 años,,De 2501 a 3500,En universidad o instituto,Trabajo como dependiente e independiente,"jQuery, jQuery UI, MooTools, Prototype",Masculino,Linux,"Documentación en la web, Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",4 a 6 años,Menos de 1 año,4 a 6 años,,No conozco,Sí,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,1 año o menos
41371.9909837963,24 - 30 años,Lima,Menos de 1 año,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,No conozco,No conozco,No conozco,1 a 3 años,1 año o menos,1 año o menos,1 año o menos,No conozco,No conozco,No conozco,,De 2501 a 3500,En universidad o instituto,Trabajo como dependiente,"backbone.js (NUEVO), jQuery, jQuery UI",Masculino,Windows,"Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea",No conozco,No conozco,Menos de 1 año,,1 año o menos,No,Menos de 1 año,Menos de 1 año,No conozco,No conozco,,1 año o menos
41371.9956944444,24 - 30 años,Lima,Menos de 1 año,Menos de 1 año,No conozco,1 a 3 años,4 a 6 años,,4 a 6 años,4 a 6 años,Menos de 1 año,4 a 6 años,1 a 3 años,1 año o menos,1 año o menos,1 año o menos,No conozco,4 a 6 años,,De 2501 a 3500,Graduado de universidad,Trabajo como dependiente e independiente,"backbone.js (NUEVO), jQuery, jQuery UI, MooTools, Prototype, YUI",Masculino,Linux,"Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO), intercambio cultura",Menos de 1 año,No conozco,4 a 6 años,,No conozco,Sí,Menos de 1 año,No conozco,No conozco,Menos de 1 año,,4 a 6 años
41372.0352546296,24 - 30 años,Lima,Menos de 1 año,No conozco,Menos de 1 año,Más de 6 años,Más de 6 años,,Menos de 1 año,1 a 3 años,4 a 6 años,4 a 6 años,Más de 6 años,No conozco,No conozco,No conozco,No conozco,No conozco,,De 1501 a 2500,Graduado de universidad,Trabajo como independiente,"jQuery, jQuery UI",Masculino,Windows,"Seminarios web, Documentación en la web, Cursos de educación continua (fuera de los planes de estudio superiores), En grupos de amigos o compañeros de trabajo",4 a 6 años,No conozco,4 a 6 años,,No conozco,No,Menos de 1 año,No conozco,Menos de 1 año,No conozco,,No conozco
41372.0384375,24 - 30 años,Lima,Menos de 1 año,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,Menos de 1 año,No conozco,No conozco,1 a 3 años,1 a 3 años,No conozco,4 a 6 años,No conozco,No conozco,1 año o menos,,De 2501 a 3500,En universidad o instituto,Trabajo como dependiente,jQuery,Masculino,Windows,"Seminarios web, Documentación en la web, Cursos en línea",Menos de 1 año,No conozco,No conozco,,No conozco,No,No conozco,No conozco,No conozco,No conozco,,4 a 6 años
41372.0415277778,17 - 23 años,Lima,No conozco,No conozco,No conozco,4 a 6 años,Menos de 1 año,,4 a 6 años,Más de 6 años,Menos de 1 año,Más de 6 años,1 a 3 años,4 a 6 años,No conozco,No conozco,No conozco,4 a 6 años,,De 1501 a 2500,En universidad o instituto,Trabajo como independiente,"backbone.js (NUEVO), dojo, jQuery, jQuery UI, MooTools, Prototype, script.aculo.us, YUI, angular, underscore",Masculino,Windows,"Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea, repositorios publicos",1 a 3 años,Menos de 1 año,Más de 6 años,,No conozco,Sí,1 a 3 años,No conozco,No conozco,Menos de 1 año,,No conozco
41372.0566435185,17 - 23 años,Lima,1 a 3 años,No conozco,No conozco,Menos de 1 año,1 a 3 años,,1 a 3 años,1 a 3 años,Menos de 1 año,1 a 3 años,1 año o menos,1 a 3 años,1 a 3 años,1 año o menos,No conozco,No conozco,,De 1501 a 2500,En universidad o instituto,Trabajo como dependiente e independiente,"backbone.js (NUEVO), jQuery, jQuery UI",Masculino,Linux,"Seminarios web, Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",Menos de 1 año,No conozco,1 a 3 años,,No conozco,Sí,1 a 3 años,No conozco,No conozco,No conozco,,1 a 3 años
41372.0821759259,17 - 23 años,Lima,Menos de 1 año,No conozco,No conozco,1 a 3 años,1 a 3 años,,Menos de 1 año,1 a 3 años,Menos de 1 año,1 a 3 años,1 año o menos,1 año o menos,1 año o menos,No conozco,No conozco,1 año o menos,,Menos de 1500 soles,Graduado de universidad,Trabajo como dependiente,"backbone.js (NUEVO), jQuery, MooTools",Masculino,Windows,"Documentación en la web, Cursos en línea, En grupos de amigos o compañeros de trabajo",Menos de 1 año,No conozco,Menos de 1 año,,No conozco,No,Menos de 1 año,Menos de 1 año,No conozco,No conozco,,No conozco
41372.1239236111,24 - 30 años,Lima,Menos de 1 año,No conozco,No conozco,Menos de 1 año,4 a 6 años,,Más de 6 años,Más de 6 años,1 a 3 años,Más de 6 años,1 a 3 años,1 año o menos,1 año o menos,1 año o menos,No conozco,1 a 3 años,,De 3501 a 4500,En universidad o instituto,Trabajo como dependiente,"backbone.js (NUEVO), jQuery, MooTools, Prototype, YUI",Masculino,Mac,"Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea",Menos de 1 año,Menos de 1 año,Más de 6 años,,No conozco,Sí,Menos de 1 año,No conozco,Menos de 1 año,Menos de 1 año,,1 a 3 años
41372.1331134259,24 - 30 años,Lima,Menos de 1 año,Menos de 1 año,No conozco,1 a 3 años,4 a 6 años,,4 a 6 años,4 a 6 años,No conozco,4 a 6 años,No conozco,No conozco,No conozco,No conozco,1 a 3 años,1 año o menos,,Menos de 1500 soles,En universidad o instituto,Trabajo como dependiente e independiente,"jQuery, jQuery UI, MooTools, Prototype",Masculino,Linux,"Seminarios web, Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",No conozco,No conozco,1 a 3 años,,No conozco,Sí,4 a 6 años,Menos de 1 año,No conozco,Menos de 1 año,,4 a 6 años
41372.1372685185,17 - 23 años,Ica,No conozco,No conozco,Menos de 1 año,1 a 3 años,1 a 3 años,,1 a 3 años,1 a 3 años,1 a 3 años,1 a 3 años,1 a 3 años,1 a 3 años,1 a 3 años,1 a 3 años,1 a 3 años,1 a 3 años,,Menos de 1500 soles,En universidad o instituto,Trabajo como independiente,"jQuery, jQuery UI",Masculino,Linux,"Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",No conozco,No conozco,1 a 3 años,,1 año o menos,Sí,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,1 a 3 años
41372.3816319444,24 - 30 años,Lima,Menos de 1 año,No conozco,No conozco,1 a 3 años,4 a 6 años,,4 a 6 años,4 a 6 años,4 a 6 años,Más de 6 años,Más de 6 años,1 a 3 años,4 a 6 años,No conozco,No conozco,1 a 3 años,,De 2501 a 3500,Graduado de universidad,Trabajo como dependiente e independiente,"dojo, jQuery, jQuery UI, MooTools, Prototype, YUI",Masculino,Linux,"Seminarios web, Documentación en la web, En la universidad o instituto, En grupos de amigos o compañeros de trabajo",Menos de 1 año,Menos de 1 año,Más de 6 años,,No conozco,Sí,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,Más de 6 años
41372.4050810185,24 - 30 años,Callao,Menos de 1 año,No conozco,No conozco,4 a 6 años,1 a 3 años,,1 a 3 años,1 a 3 años,1 a 3 años,1 a 3 años,1 a 3 años,1 año o menos,1 a 3 años,No conozco,No conozco,4 a 6 años,,De 3501 a 4500,Graduado de universidad,Trabajo como dependiente,"jQuery, YUI",Masculino,Windows,"Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos en línea, En grupos de amigos o compañeros de trabajo",4 a 6 años,No conozco,1 a 3 años,,No conozco,Sí,No conozco,Menos de 1 año,No conozco,No conozco,,1 año o menos
41372.4051736111,41 - 50 años,--Seleccione--,Más de 6 años,No conozco,No conozco,1 a 3 años,Menos de 1 año,,4 a 6 años,1 a 3 años,4 a 6 años,No conozco,4 a 6 años,1 a 3 años,Más de 6 años,No conozco,No conozco,1 a 3 años,,De 2501 a 3500,Graduado de universidad,Trabajo como dependiente,jQuery,Masculino,Windows,"Seminarios web, Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores)",No conozco,No conozco,4 a 6 años,,No conozco,Sí,No conozco,No conozco,No conozco,No conozco,,No conozco
41372.4283796296,17 - 23 años,Lima,1 a 3 años,No conozco,No conozco,1 a 3 años,Menos de 1 año,,No conozco,1 a 3 años,1 a 3 años,1 a 3 años,1 a 3 años,1 año o menos,4 a 6 años,No conozco,No conozco,1 año o menos,,De 1501 a 2500,Graduado de universidad,Trabajo como dependiente e independiente,jQuery,Femenino,Windows,"Seminarios web, Documentación en la web, En la universidad o instituto, Cursos de educación continua (fuera de los planes de estudio superiores)",No conozco,No conozco,1 a 3 años,,No conozco,No,No conozco,No conozco,No conozco,No conozco,,Más de 6 años
41372.4314236111,24 - 30 años,Lima,No conozco,No conozco,No conozco,4 a 6 años,1 a 3 años,,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,No conozco,No conozco,No conozco,No conozco,No conozco,Más de 6 años,,De 3501 a 4500,Graduado de instituto,Trabajo como independiente,"jQuery, EXT JS",Masculino,Windows,"Seminarios web, Documentación en la web",Menos de 1 año,No conozco,No conozco,,No conozco,Sí,No conozco,No conozco,No conozco,No conozco,,Más de 6 años
41372.4412731481,24 - 30 años,Lima,1 a 3 años,No conozco,No conozco,1 a 3 años,Menos de 1 año,,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,1 año o menos,1 año o menos,4 a 6 años,No conozco,No conozco,1 año o menos,,De 5501 a 6500,Graduado de universidad,Trabajo como dependiente,"dojo, jQuery, jQuery UI, Prototype, script.aculo.us",Femenino,Windows,"Seminarios web, Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos en línea, En grupos de amigos o compañeros de trabajo",Menos de 1 año,No conozco,1 a 3 años,,No conozco,Sí,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,,1 a 3 años
41372.4472569444,24 - 30 años,Lima,Menos de 1 año,No conozco,No conozco,4 a 6 años,Menos de 1 año,,1 a 3 años,1 a 3 años,Menos de 1 año,Más de 6 años,1 año o menos,4 a 6 años,1 año o menos,1 año o menos,No conozco,1 a 3 años,,De 4501 a 5500,Graduado de instituto,Trabajo como dependiente,"dojo, jQuery, jQuery UI, Prototype, script.aculo.us",Masculino,Windows,"Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, Comunidades locales de desarrolladores (NUEVO)",4 a 6 años,Menos de 1 año,4 a 6 años,,No conozco,Sí,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,1 año o menos
41372.4562268519,31 - 40 años,Lima,4 a 6 años,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,4 a 6 años,4 a 6 años,4 a 6 años,4 a 6 años,1 a 3 años,1 año o menos,4 a 6 años,No conozco,No conozco,1 año o menos,,De 2501 a 3500,Graduado de instituto,Trabajo como dependiente,jQuery,Masculino,Windows,"Documentación en la web, En grupos de amigos o compañeros de trabajo",Menos de 1 año,Menos de 1 año,Menos de 1 año,,No conozco,Sí,No conozco,No conozco,Menos de 1 año,No conozco,,4 a 6 años
